base_date,emd_cd,pop_cnt
2020-04-30,2020-04-30,50110690,40208.676400000106
2020-05-31,2020-05-31,50110690,45309.503299999895
2020-06-30,2020-06-30,50110690,72558.9856999997
2020-07-31,2020-07-31,50110690,99021.48140000006
2020-08-31,2020-08-31,50110690,80771.42849999997
2020-09-30,2020-09-30,50110690,58291.117599999314
2020-10-31,2020-10-31,50110690,60250.925800000485
2020-11-30,2020-11-30,50110690,46886.15439999983
2020-12-31,2020-12-31,50110690,42846.27999999995
2021-01-31,2021-01-31,50110690,33760.527600000576
2021-02-28,2021-02-28,50110690,43000.35590000055
2021-03-31,2021-03-31,50110690,55993.801900000006
2021-04-30,2021-04-30,50110690,54513.91249999994
2021-05-31,2021-05-31,50110690,60633.297299999795
2021-06-30,2021-06-30,50110690,68327.31100000022
2018-01-31,2018-01-31,50130250,287127.808599999
2018-02-28,2018-02-28,50130250,264529.9658000007
2018-03-31,2018-03-31,50130250,309677.5996000005
2018-04-30,2018-04-30,50130250,326690.3964000008
2018-05-31,2018-05-31,50130250,298018.04740000085
2018-06-30,2018-06-30,50130250,247779.75410000051
2018-07-31,2018-07-31,50130250,194576.6542999999
2018-08-31,2018-08-31,50130250,440089.6184999998
2018-09-30,2018-09-30,50130250,410880.15029999765
2018-10-31,2018-10-31,50130250,353250.6947000003
2018-11-30,2018-11-30,50130250,339220.1524000017
2018-12-31,2018-12-31,50130250,293304.55480000173
2019-01-31,2019-01-31,50130250,456492.0845999981
2019-02-28,2019-02-28,50130250,383855.65429999784
2019-03-31,2019-03-31,50130250,470441.5423999958
2019-04-30,2019-04-30,50130250,435325.636099998
2019-05-31,2019-05-31,50130250,491081.4312999978
2019-06-30,2019-06-30,50130250,369632.68790000153
2019-07-31,2019-07-31,50130250,282652.14680000057
2019-08-31,2019-08-31,50130250,591568.7562
2019-09-30,2019-09-30,50130250,464691.4470999982
2019-10-31,2019-10-31,50130250,473322.3576999985
2019-11-30,2019-11-30,50130250,461246.2650000018
2019-12-31,2019-12-31,50130250,383292.97260000027
2020-01-31,2020-01-31,50130250,454054.24900000624
2020-02-29,2020-02-29,50130250,445784.6368000003
2020-03-31,2020-03-31,50130250,452000.65550000133
2020-04-30,2020-04-30,50130250,492968.14920000336
2020-05-31,2020-05-31,50130250,438869.7803999996
2020-06-30,2020-06-30,50130250,362377.4286000003
2020-07-31,2020-07-31,50130250,374882.75899999833
2020-08-31,2020-08-31,50130250,432066.9450000029
2020-09-30,2020-09-30,50130250,439286.1887000055
2020-10-31,2020-10-31,50130250,449787.0901000028
2020-11-30,2020-11-30,50130250,385702.65559999907
2020-12-31,2020-12-31,50130250,445228.8540000013
2021-01-31,2021-01-31,50130250,475423.6129000159
2021-02-28,2021-02-28,50130250,364229.2085000054
2021-03-31,2021-03-31,50130250,447774.1410999996
2021-04-30,2021-04-30,50130250,439652.13660000503
2021-05-31,2021-05-31,50130250,474976.5542000062
2021-06-30,2021-06-30,50130250,375660.70169999066
2018-01-31,2018-01-31,50130253,193848.46499999936
2018-02-28,2018-02-28,50130253,193762.80190000014
2018-03-31,2018-03-31,50130253,190745.76590000006
2018-04-30,2018-04-30,50130253,140895.1653999993
2018-05-31,2018-05-31,50130253,140122.28060000046
2018-06-30,2018-06-30,50130253,183732.37729999967
2018-07-31,2018-07-31,50130253,183671.72970000064
2018-08-31,2018-08-31,50130253,192108.2829999992
2018-09-30,2018-09-30,50130253,189094.58559999813
2018-10-31,2018-10-31,50130253,219515.1222000011
2018-11-30,2018-11-30,50130253,242745.57429999893
2018-12-31,2018-12-31,50130253,263955.7615999999
2019-01-31,2019-01-31,50130253,340406.46470000007
2019-02-28,2019-02-28,50130253,277475.1405000012
2019-03-31,2019-03-31,50130253,296547.35610000166
2019-04-30,2019-04-30,50130253,298575.3731000004
2019-05-31,2019-05-31,50130253,256096.43769999978
2019-06-30,2019-06-30,50130253,221597.8924000017
2019-07-31,2019-07-31,50130253,252686.99180000037
2019-08-31,2019-08-31,50130253,260578.17449999927
2019-09-30,2019-09-30,50130253,197704.77599999963
2019-10-31,2019-10-31,50130253,246382.6818999993
2019-11-30,2019-11-30,50130253,252363.68680000154
2019-12-31,2019-12-31,50130253,284956.2947000005
2020-01-31,2020-01-31,50130253,258894.24530001194
2020-02-29,2020-02-29,50130253,249530.1207000045
2020-03-31,2020-03-31,50130253,292294.5189000022
2020-04-30,2020-04-30,50130253,279069.5410000076
2020-05-31,2020-05-31,50130253,340929.5074000007
2020-06-30,2020-06-30,50130253,213280.43550000043
2020-07-31,2020-07-31,50130253,234317.16459999874
2020-08-31,2020-08-31,50130253,239644.5971000001
2020-09-30,2020-09-30,50130253,221006.69479999738
2020-10-31,2020-10-31,50130253,247189.39489999754
2020-11-30,2020-11-30,50130253,266623.20310000004
2020-12-31,2020-12-31,50130253,327959.5061999934
2021-01-31,2021-01-31,50130253,286087.5293000049
2021-02-28,2021-02-28,50130253,246560.30170000432
2021-03-31,2021-03-31,50130253,338927.8332999998
2021-04-30,2021-04-30,50130253,205354.7020000005
2021-05-31,2021-05-31,50130253,227681.1849999938
2021-06-30,2021-06-30,50130253,203469.5493999966
2018-01-31,2018-01-31,50130259,201779.6550999993
2018-02-28,2018-02-28,50130259,182328.5481000009
2018-03-31,2018-03-31,50130259,204358.80230000053
2018-04-30,2018-04-30,50130259,221148.6409000005
2018-05-31,2018-05-31,50130259,183450.35519999985
2018-06-30,2018-06-30,50130259,223060.69659999997
2018-07-31,2018-07-31,50130259,278243.54440000077
2018-08-31,2018-08-31,50130259,286227.0195999993
2018-09-30,2018-09-30,50130259,256437.96740000026
2018-10-31,2018-10-31,50130259,206134.52130000055
2018-11-30,2018-11-30,50130259,177161.5667000002
2018-12-31,2018-12-31,50130259,214030.38159999976
2019-01-31,2019-01-31,50130259,228862.14190000008
2019-02-28,2019-02-28,50130259,214574.8246
2019-03-31,2019-03-31,50130259,307503.88460000063
2019-04-30,2019-04-30,50130259,206292.3896999998
2019-05-31,2019-05-31,50130259,240216.31429999962
2019-06-30,2019-06-30,50130259,244797.36210000038
2019-07-31,2019-07-31,50130259,318763.85079999815
2019-08-31,2019-08-31,50130259,434533.5643999998
2019-09-30,2019-09-30,50130259,247170.56289999926
2019-10-31,2019-10-31,50130259,226539.72220000028
2019-11-30,2019-11-30,50130259,206893.53080000012
2019-12-31,2019-12-31,50130259,211849.41749999925
2020-01-31,2020-01-31,50130259,263284.9470000021
2020-02-29,2020-02-29,50130259,178845.58569999892
2020-03-31,2020-03-31,50130259,282394.7938000078
2020-04-30,2020-04-30,50130259,204955.8372000038
2020-05-31,2020-05-31,50130259,197820.81330000062
2020-06-30,2020-06-30,50130259,194740.84359999892
2020-07-31,2020-07-31,50130259,339717.0793999996
2020-08-31,2020-08-31,50130259,359710.74790000066
2020-09-30,2020-09-30,50130259,212122.2631000026
2020-10-31,2020-10-31,50130259,193854.5208999989
2020-11-30,2020-11-30,50130259,216940.91660000017
2020-12-31,2020-12-31,50130259,231428.3790000012
2021-01-31,2021-01-31,50130259,258254.26100000233
2021-02-28,2021-02-28,50130259,199513.2285000052
2021-03-31,2021-03-31,50130259,261205.6452000005
2021-04-30,2021-04-30,50130259,237035.3119000014
2021-05-31,2021-05-31,50130259,215479.52789999658
2021-06-30,2021-06-30,50130259,217482.8020000001
2018-01-31,2018-01-31,50130310,436617.3137999998
2018-02-28,2018-02-28,50130310,456697.3772000017
2018-03-31,2018-03-31,50130310,455876.8510000007
2018-04-30,2018-04-30,50130310,368221.50809999974
2018-05-31,2018-05-31,50130310,367161.22850000043
2018-06-30,2018-06-30,50130310,368520.4841000008
2018-07-31,2018-07-31,50130310,371361.14659999986
2018-08-31,2018-08-31,50130310,681898.1096999991
2018-09-30,2018-09-30,50130310,448512.33330000134
2018-10-31,2018-10-31,50130310,392051.76690000016
2018-11-30,2018-11-30,50130310,357668.7939999995
2018-12-31,2018-12-31,50130310,352197.97670000023
2019-01-31,2019-01-31,50130310,460636.260099999
2019-02-28,2019-02-28,50130310,337108.5759000003
2019-03-31,2019-03-31,50130310,451311.032099998
2019-04-30,2019-04-30,50130310,403901.98830000154
2019-05-31,2019-05-31,50130310,452586.0686999995
2019-06-30,2019-06-30,50130310,394032.09259999945
2019-07-31,2019-07-31,50130310,352706.3504000029
2019-08-31,2019-08-31,50130310,762261.7762999993
2019-09-30,2019-09-30,50130310,427957.7814000007
2019-10-31,2019-10-31,50130310,456351.5587999983
2019-11-30,2019-11-30,50130310,417377.48420000274
2019-12-31,2019-12-31,50130310,374690.8525000011
2020-01-31,2020-01-31,50130310,386177.0943000015
2020-02-29,2020-02-29,50130310,346026.6917000043
2020-03-31,2020-03-31,50130310,422649.5754000051
2020-04-30,2020-04-30,50130310,373785.8608000078
2020-05-31,2020-05-31,50130310,350237.89620000124
2020-06-30,2020-06-30,50130310,343827.7413999978
2020-07-31,2020-07-31,50130310,431939.19729999936
2020-08-31,2020-08-31,50130310,453846.25480000465
2020-09-30,2020-09-30,50130310,443241.5585000036
2020-10-31,2020-10-31,50130310,478496.86279999383
2020-11-30,2020-11-30,50130310,420604.2816999997
2020-12-31,2020-12-31,50130310,397758.8277000057
2021-01-31,2021-01-31,50130310,439548.7454999974
2021-02-28,2021-02-28,50130310,399187.251700003
2021-03-31,2021-03-31,50130310,542744.3495999997
2021-04-30,2021-04-30,50130310,497689.27820000367
2021-05-31,2021-05-31,50130310,484279.40140000696
2021-06-30,2021-06-30,50130310,436456.38250000234
2018-01-31,2018-01-31,50130320,109177.94910000017
2018-02-28,2018-02-28,50130320,114371.26580000004
2018-03-31,2018-03-31,50130320,135405.30739999982
2018-04-30,2018-04-30,50130320,103041.25689999982
2018-05-31,2018-05-31,50130320,111993.85750000007
2018-06-30,2018-06-30,50130320,111011.78189999996
2018-07-31,2018-07-31,50130320,128128.33780000027
2018-08-31,2018-08-31,50130320,123941.46999999949
2018-09-30,2018-09-30,50130320,108679.00229999953
2018-10-31,2018-10-31,50130320,131790.55949999962
2018-11-30,2018-11-30,50130320,117242.43270000035
2018-12-31,2018-12-31,50130320,135823.38639999993
2019-01-31,2019-01-31,50130320,200988.28299999953
2019-02-28,2019-02-28,50130320,152494.99000000046
2019-03-31,2019-03-31,50130320,172389.86050000077
2019-04-30,2019-04-30,50130320,143567.2001999996
2019-05-31,2019-05-31,50130320,148644.26299999966
2019-06-30,2019-06-30,50130320,127440.62430000008
2019-07-31,2019-07-31,50130320,157077.6091000003
2019-08-31,2019-08-31,50130320,165666.89629999961
2019-09-30,2019-09-30,50130320,142218.91749999992
2019-10-31,2019-10-31,50130320,130917.93480000048
2019-11-30,2019-11-30,50130320,123283.5397000007
2019-12-31,2019-12-31,50130320,123219.0519000004
2020-01-31,2020-01-31,50130320,136894.18480000584
2020-02-29,2020-02-29,50130320,112243.64410000159
2020-03-31,2020-03-31,50130320,145688.80330000233
2020-04-30,2020-04-30,50130320,95527.0519000018
2020-05-31,2020-05-31,50130320,108539.65379999993
2020-06-30,2020-06-30,50130320,113982.93750000092
2020-07-31,2020-07-31,50130320,115803.15230000058
2020-08-31,2020-08-31,50130320,108523.2395000005
2020-09-30,2020-09-30,50130320,94686.8497
2020-10-31,2020-10-31,50130320,112330.11430000117
2020-11-30,2020-11-30,50130320,108511.65099999972
2020-12-31,2020-12-31,50130320,101620.23260000338
2021-01-31,2021-01-31,50130320,93275.7678000008
2021-02-28,2021-02-28,50130320,92377.40620000022
2021-03-31,2021-03-31,50130320,114961.72129999951
2021-04-30,2021-04-30,50130320,104813.78120000006
2021-05-31,2021-05-31,50130320,117189.70449999717
2021-06-30,2021-06-30,50130320,108634.899200005
2018-01-31,2018-01-31,50130510,147160.81670000023
2018-02-28,2018-02-28,50130510,118000.30650000021
2018-03-31,2018-03-31,50130510,72253.81470000025
2018-04-30,2018-04-30,50130510,76373.7952
2018-05-31,2018-05-31,50130510,46611.903099999996
2018-06-30,2018-06-30,50130510,62989.80800000019
2018-07-31,2018-07-31,50130510,69270.0312000001
2018-08-31,2018-08-31,50130510,96517.05939999991
2018-09-30,2018-09-30,50130510,93822.00259999985
2018-10-31,2018-10-31,50130510,80603.89120000009
2018-11-30,2018-11-30,50130510,81911.53180000035
2018-12-31,2018-12-31,50130510,161484.14620000028
2019-01-31,2019-01-31,50130510,187297.34660000022
2019-02-28,2019-02-28,50130510,122298.28540000053
2019-03-31,2019-03-31,50130510,175789.1878999996
2019-04-30,2019-04-30,50130510,105262.06320000021
2019-05-31,2019-05-31,50130510,58415.342500000064
2019-06-30,2019-06-30,50130510,78902.77460000006
2019-07-31,2019-07-31,50130510,75325.64900000034
2019-08-31,2019-08-31,50130510,83213.85150000005
2019-09-30,2019-09-30,50130510,69864.9708000001
2019-10-31,2019-10-31,50130510,76088.99780000023
2019-11-30,2019-11-30,50130510,91235.72249999997
2019-12-31,2019-12-31,50130510,98697.59870000013
2020-01-31,2020-01-31,50130510,152927.4603000041
2020-02-29,2020-02-29,50130510,120176.38120000182
2020-03-31,2020-03-31,50130510,213529.12180000247
2020-04-30,2020-04-30,50130510,105668.62780000197
2020-05-31,2020-05-31,50130510,92656.21559999985
2020-06-30,2020-06-30,50130510,86158.45780000027
2020-07-31,2020-07-31,50130510,97255.93190000003
2020-08-31,2020-08-31,50130510,78495.46259999991
2020-09-30,2020-09-30,50130510,87607.64890000099
2020-10-31,2020-10-31,50130510,101397.07820000232
2020-11-30,2020-11-30,50130510,76017.04599999994
2020-12-31,2020-12-31,50130510,129121.4202999994
2021-01-31,2021-01-31,50130510,189850.94080000184
2021-02-28,2021-02-28,50130510,126701.90459999946
2021-03-31,2021-03-31,50130510,130916.77649999998
2021-04-30,2021-04-30,50130510,105807.61889999978
2021-05-31,2021-05-31,50130510,76000.14939999946
2021-06-30,2021-06-30,50130510,87572.22949999939
2018-01-31,2018-01-31,50130520,198785.24690000055
2018-02-28,2018-02-28,50130520,133635.73700000008
2018-03-31,2018-03-31,50130520,120699.43069999988
2018-04-30,2018-04-30,50130520,120586.94319999978
2018-05-31,2018-05-31,50130520,86917.5699999998
2018-06-30,2018-06-30,50130520,98578.5867999999
2018-07-31,2018-07-31,50130520,99136.9986999998
2018-08-31,2018-08-31,50130520,113090.62959999984
2018-09-30,2018-09-30,50130520,104839.57379999988
2018-10-31,2018-10-31,50130520,108492.75730000011
2018-11-30,2018-11-30,50130520,114724.98260000028
2018-12-31,2018-12-31,50130520,216520.89389999924
2019-01-31,2019-01-31,50130520,289733.0966
2019-02-28,2019-02-28,50130520,153710.52549999987
2019-03-31,2019-03-31,50130520,280840.48720000027
2019-04-30,2019-04-30,50130520,148876.16190000033
2019-05-31,2019-05-31,50130520,111006.40650000001
2019-06-30,2019-06-30,50130520,124662.99860000075
2019-07-31,2019-07-31,50130520,121226.78500000061
2019-08-31,2019-08-31,50130520,152653.2824999996
2019-09-30,2019-09-30,50130520,148440.2772000001
2019-10-31,2019-10-31,50130520,155721.39669999975
2019-11-30,2019-11-30,50130520,145886.51520000075
2019-12-31,2019-12-31,50130520,157584.18709999963
2020-01-31,2020-01-31,50130520,167075.1275000002
2020-02-29,2020-02-29,50130520,165859.9964000032
2020-03-31,2020-03-31,50130520,197099.4092000056
2020-04-30,2020-04-30,50130520,135049.58600000117
2020-05-31,2020-05-31,50130520,114652.75059999959
2020-06-30,2020-06-30,50130520,117407.93160000008
2020-07-31,2020-07-31,50130520,153396.58720000062
2020-08-31,2020-08-31,50130520,136469.71230000025
2020-09-30,2020-09-30,50130520,122141.12510000184
2020-10-31,2020-10-31,50130520,165122.1058000009
2020-11-30,2020-11-30,50130520,147578.54939999967
2020-12-31,2020-12-31,50130520,188294.88379999966
2021-01-31,2021-01-31,50130520,279958.9918000037
2021-02-28,2021-02-28,50130520,173807.47480000157
2021-03-31,2021-03-31,50130520,199175.22969999927
2021-04-30,2021-04-30,50130520,153714.48720000012
2021-05-31,2021-05-31,50130520,113185.02810000036
2021-06-30,2021-06-30,50130520,130459.70390000181
2018-01-31,2018-01-31,50130530,50431.24680000006
2018-02-28,2018-02-28,50130530,48326.68320000002
2018-03-31,2018-03-31,50130530,51401.29499999995
2018-04-30,2018-04-30,50130530,50683.52279999988
2018-05-31,2018-05-31,50130530,54235.543700000126
2018-06-30,2018-06-30,50130530,57054.34530000009
2018-07-31,2018-07-31,50130530,58529.80500000002
2018-08-31,2018-08-31,50130530,60604.09920000008
2018-09-30,2018-09-30,50130530,61843.34789999987
2018-10-31,2018-10-31,50130530,52604.0397
2018-11-30,2018-11-30,50130530,52539.30950000033
2018-12-31,2018-12-31,50130530,64581.64279999989
2019-01-31,2019-01-31,50130530,79541.17679999991
2019-02-28,2019-02-28,50130530,64881.12380000009
2019-03-31,2019-03-31,50130530,84945.28680000034
2019-04-30,2019-04-30,50130530,88762.07940000009
2019-05-31,2019-05-31,50130530,65878.55850000023
2019-06-30,2019-06-30,50130530,78493.93150000012
2019-07-31,2019-07-31,50130530,72211.88849999993
2019-08-31,2019-08-31,50130530,75053.34040000002
2019-09-30,2019-09-30,50130530,65632.95670000014
2019-10-31,2019-10-31,50130530,74482.92550000014
2019-11-30,2019-11-30,50130530,70944.06119999994
2019-12-31,2019-12-31,50130530,78382.10610000005
2020-01-31,2020-01-31,50130530,65030.344000000514
2020-02-29,2020-02-29,50130530,58532.34120000036
2020-03-31,2020-03-31,50130530,60165.53680000056
2020-04-30,2020-04-30,50130530,57129.98379999994
2020-05-31,2020-05-31,50130530,60319.085399999996
2020-06-30,2020-06-30,50130530,66423.73320000016
2020-07-31,2020-07-31,50130530,74013.6930000002
2020-08-31,2020-08-31,50130530,69811.71740000011
2020-09-30,2020-09-30,50130530,57091.734099999296
2020-10-31,2020-10-31,50130530,66681.85309999899
2020-11-30,2020-11-30,50130530,68201.20059999998
2020-12-31,2020-12-31,50130530,76461.54060000037
2021-01-31,2021-01-31,50130530,60900.84230000072
2021-02-28,2021-02-28,50130530,73578.38240000057
2021-03-31,2021-03-31,50130530,79686.68170000009
2021-04-30,2021-04-30,50130530,77489.0567999997
2021-05-31,2021-05-31,50130530,83764.03680000054
2021-06-30,2021-06-30,50130530,82599.3107000002
2018-01-31,2018-01-31,50130540,42440.95930000002
2018-02-28,2018-02-28,50130540,41556.74740000004
2018-03-31,2018-03-31,50130540,28889.033099999968
2018-04-30,2018-04-30,50130540,32279.85429999995
2018-05-31,2018-05-31,50130540,28439.328500000003
2018-06-30,2018-06-30,50130540,38390.330500000106
2018-07-31,2018-07-31,50130540,38856.39720000006
2018-08-31,2018-08-31,50130540,42330.18230000006
2018-09-30,2018-09-30,50130540,45899.67059999993
2018-10-31,2018-10-31,50130540,38744.370300000184
2018-11-30,2018-11-30,50130540,37261.861300000266
2018-12-31,2018-12-31,50130540,79366.54880000018
2019-01-31,2019-01-31,50130540,89145.58880000001
2019-02-28,2019-02-28,50130540,60707.22800000008
2019-03-31,2019-03-31,50130540,80195.21590000004
2019-04-30,2019-04-30,50130540,46966.158500000056
2019-05-31,2019-05-31,50130540,35666.94530000004
2019-06-30,2019-06-30,50130540,46334.42969999995
2019-07-31,2019-07-31,50130540,53305.81320000017
2019-08-31,2019-08-31,50130540,50771.11479999983
2019-09-30,2019-09-30,50130540,39621.6876999999
2019-10-31,2019-10-31,50130540,39214.736099999966
2019-11-30,2019-11-30,50130540,34533.12039999996
2019-12-31,2019-12-31,50130540,41993.3462
2020-01-31,2020-01-31,50130540,38960.65110000009
2020-02-29,2020-02-29,50130540,43628.53719999951
2020-03-31,2020-03-31,50130540,43818.90080000027
2020-04-30,2020-04-30,50130540,27574.932199999435
2020-05-31,2020-05-31,50130540,31242.111999999965
2020-06-30,2020-06-30,50130540,34240.684199999974
2020-07-31,2020-07-31,50130540,51476.083199999994
2020-08-31,2020-08-31,50130540,54164.79650000004
2020-09-30,2020-09-30,50130540,46556.52790000025
2020-10-31,2020-10-31,50130540,52334.26119999986
2020-11-30,2020-11-30,50130540,41312.60059999989
2020-12-31,2020-12-31,50130540,35159.603399999876
2021-01-31,2021-01-31,50130540,37032.65460000032
2021-02-28,2021-02-28,50130540,41019.045500000735
2021-03-31,2021-03-31,50130540,40181.53520000002
2021-04-30,2021-04-30,50130540,46953.15399999994
2021-05-31,2021-05-31,50130540,56434.41899999902
2021-06-30,2021-06-30,50130540,59124.110699999714
2018-01-31,2018-01-31,50130550,25446.01099999995
2018-02-28,2018-02-28,50130550,20915.165299999986
2018-03-31,2018-03-31,50130550,24221.06909999998
2018-04-30,2018-04-30,50130550,13096.362600000004
2018-05-31,2018-05-31,50130550,20702.693600000013
2018-06-30,2018-06-30,50130550,25551.83530000004
2018-07-31,2018-07-31,50130550,29471.54190000001
2018-08-31,2018-08-31,50130550,27600.25820000001
2018-09-30,2018-09-30,50130550,21748.09190000001
2018-10-31,2018-10-31,50130550,21664.11189999999
2018-11-30,2018-11-30,50130550,23976.917000000045
2018-12-31,2018-12-31,50130550,31814.51720000004
2019-01-31,2019-01-31,50130550,36594.24090000001
2019-02-28,2019-02-28,50130550,29427.71970000009
2019-03-31,2019-03-31,50130550,32992.88140000002
2019-04-30,2019-04-30,50130550,29592.33790000005
2019-05-31,2019-05-31,50130550,24482.61530000003
2019-06-30,2019-06-30,50130550,37595.06680000011
2019-07-31,2019-07-31,50130550,35539.485999999975
2019-08-31,2019-08-31,50130550,29765.0631
2019-09-30,2019-09-30,50130550,26641.794100000072
2019-10-31,2019-10-31,50130550,28501.520999999993
2019-11-30,2019-11-30,50130550,26657.86910000005
2019-12-31,2019-12-31,50130550,28196.471100000028
2020-01-31,2020-01-31,50130550,25720.437499999796
2020-02-29,2020-02-29,50130550,22386.373799999976
2020-03-31,2020-03-31,50130550,25211.41219999979
2020-04-30,2020-04-30,50130550,30073.60610000002
2020-05-31,2020-05-31,50130550,35683.42599999994
2020-06-30,2020-06-30,50130550,24357.15550000007
2020-07-31,2020-07-31,50130550,37328.28089999992
2020-08-31,2020-08-31,50130550,33434.57639999992
2020-09-30,2020-09-30,50130550,26069.319200000034
2020-10-31,2020-10-31,50130550,31439.17599999926
2020-11-30,2020-11-30,50130550,34803.561999999954
2020-12-31,2020-12-31,50130550,27342.888099999534
2021-01-31,2021-01-31,50130550,29446.943100001045
2021-02-28,2021-02-28,50130550,22673.076299999786
2021-03-31,2021-03-31,50130550,23891.701499999905
2021-04-30,2021-04-30,50130550,23435.845500000003
2021-05-31,2021-05-31,50130550,31704.64399999984
2021-06-30,2021-06-30,50130550,23346.694800000034
2018-01-31,2018-01-31,50130560,113602.23299999992
2018-02-28,2018-02-28,50130560,102083.65980000008
2018-03-31,2018-03-31,50130560,100297.93339999975
2018-04-30,2018-04-30,50130560,80279.09910000006
2018-05-31,2018-05-31,50130560,59155.366899999906
2018-06-30,2018-06-30,50130560,83013.65740000035
2018-07-31,2018-07-31,50130560,64092.690400000094
2018-08-31,2018-08-31,50130560,73820.61310000026
2018-09-30,2018-09-30,50130560,75902.77459999989
2018-10-31,2018-10-31,50130560,88094.9329999999
2018-11-30,2018-11-30,50130560,83595.04600000035
2018-12-31,2018-12-31,50130560,159421.0604999998
2019-01-31,2019-01-31,50130560,266635.2927000013
2019-02-28,2019-02-28,50130560,168004.81650000098
2019-03-31,2019-03-31,50130560,252206.10450000013
2019-04-30,2019-04-30,50130560,223880.1500000016
2019-05-31,2019-05-31,50130560,144384.69590000014
2019-06-30,2019-06-30,50130560,125753.57300000059
2019-07-31,2019-07-31,50130560,116456.49910000028
2019-08-31,2019-08-31,50130560,149114.81339999993
2019-09-30,2019-09-30,50130560,110333.13550000032
2019-10-31,2019-10-31,50130560,155505.91760000045
2019-11-30,2019-11-30,50130560,144700.94480000055
2019-12-31,2019-12-31,50130560,163322.7476999994
2020-01-31,2020-01-31,50130560,150982.09350000622
2020-02-29,2020-02-29,50130560,170110.74940000326
2020-03-31,2020-03-31,50130560,245837.52960000862
2020-04-30,2020-04-30,50130560,209228.30280000987
2020-05-31,2020-05-31,50130560,224606.19949999923
2020-06-30,2020-06-30,50130560,132594.57359999954
2020-07-31,2020-07-31,50130560,142429.48699999988
2020-08-31,2020-08-31,50130560,125193.92840000024
2020-09-30,2020-09-30,50130560,160739.5434000033
2020-10-31,2020-10-31,50130560,179975.55829999977
2020-11-30,2020-11-30,50130560,210528.91190000012
2020-12-31,2020-12-31,50130560,245570.2408999909
2021-01-31,2021-01-31,50130560,218500.4294000083
2021-02-28,2021-02-28,50130560,146693.23680000092
2021-03-31,2021-03-31,50130560,193669.1877999996
2021-04-30,2021-04-30,50130560,140654.91199999984
2021-05-31,2021-05-31,50130560,154824.94190000082
2021-06-30,2021-06-30,50130560,142113.61380000005
2018-01-31,2018-01-31,50130570,118461.40129999992
2018-02-28,2018-02-28,50130570,106045.55849999972
2018-03-31,2018-03-31,50130570,100251.66249999966
2018-04-30,2018-04-30,50130570,102557.35660000006
2018-05-31,2018-05-31,50130570,93698.75039999989
2018-06-30,2018-06-30,50130570,89662.59310000019
2018-07-31,2018-07-31,50130570,93663.94960000017
2018-08-31,2018-08-31,50130570,107978.93389999992
2018-09-30,2018-09-30,50130570,106936.871
2018-10-31,2018-10-31,50130570,96278.5121999999
2018-11-30,2018-11-30,50130570,105941.00450000078
2018-12-31,2018-12-31,50130570,106990.05369999999
2019-01-31,2019-01-31,50130570,139284.5999999999
2019-02-28,2019-02-28,50130570,115583.10139999962
2019-03-31,2019-03-31,50130570,136098.62020000056
2019-04-30,2019-04-30,50130570,124571.52700000015
2019-05-31,2019-05-31,50130570,128867.60200000006
2019-06-30,2019-06-30,50130570,126843.47369999974
2019-07-31,2019-07-31,50130570,129494.44240000057
2019-08-31,2019-08-31,50130570,131648.66419999968
2019-09-30,2019-09-30,50130570,114231.67330000058
2019-10-31,2019-10-31,50130570,114972.36180000036
2019-11-30,2019-11-30,50130570,109860.2387000002
2019-12-31,2019-12-31,50130570,108230.5668999998
2020-01-31,2020-01-31,50130570,113784.87730000267
2020-02-29,2020-02-29,50130570,100887.35830000247
2020-03-31,2020-03-31,50130570,154885.5721000029
2020-04-30,2020-04-30,50130570,117226.29860000081
2020-05-31,2020-05-31,50130570,121199.33719999973
2020-06-30,2020-06-30,50130570,134622.52069999947
2020-07-31,2020-07-31,50130570,124926.64129999964
2020-08-31,2020-08-31,50130570,127780.64990000043
2020-09-30,2020-09-30,50130570,105939.00850000019
2020-10-31,2020-10-31,50130570,131605.94130000044
2020-11-30,2020-11-30,50130570,135700.43430000043
2020-12-31,2020-12-31,50130570,145291.31070000108
2021-01-31,2021-01-31,50130570,170244.91920000588
2021-02-28,2021-02-28,50130570,134281.97750000047
2021-03-31,2021-03-31,50130570,154990.1288000007
2021-04-30,2021-04-30,50130570,141074.88349999936
2021-05-31,2021-05-31,50130570,123167.69259999946
2021-06-30,2021-06-30,50130570,114326.96990000166
2018-01-31,2018-01-31,50130580,63793.397899999945
2018-02-28,2018-02-28,50130580,59906.84940000002
2018-03-31,2018-03-31,50130580,101924.93129999957
2018-04-30,2018-04-30,50130580,59501.20489999984
2018-05-31,2018-05-31,50130580,51772.388399999916
2018-06-30,2018-06-30,50130580,38234.6491000001
2018-07-31,2018-07-31,50130580,22187.416400000035
2018-08-31,2018-08-31,50130580,34174.03810000012
2018-09-30,2018-09-30,50130580,24796.171800000007
2018-10-31,2018-10-31,50130580,33444.95200000007
2018-11-30,2018-11-30,50130580,30170.42570000004
2018-12-31,2018-12-31,50130580,86990.89900000022
2019-01-31,2019-01-31,50130580,149960.3142000018
2019-02-28,2019-02-28,50130580,144307.8812000003
2019-03-31,2019-03-31,50130580,182928.74930000099
2019-04-30,2019-04-30,50130580,122137.67210000045
2019-05-31,2019-05-31,50130580,146705.7161000003
2019-06-30,2019-06-30,50130580,115500.31860000026
2019-07-31,2019-07-31,50130580,70125.66800000031
