base_date,emd_cd,em_cnt,em_g
2020-06-30,2020-06-30,50130320,7988,40698877
2020-07-31,2020-07-31,50130320,8335,49662971
2020-08-31,2020-08-31,50130320,9059,37489864
2020-09-30,2020-09-30,50130320,9008,33151850
2020-10-31,2020-10-31,50130320,7582,32658650
2020-11-30,2020-11-30,50130320,7083,34208100
2020-12-31,2020-12-31,50130320,7193,29948950
2021-01-31,2021-01-31,50130320,6140,27386150
2021-02-28,2021-02-28,50130320,6627,28420550
2021-03-31,2021-03-31,50130320,7606,34260000
2021-04-30,2021-04-30,50130320,8366,38444700
2021-05-31,2021-05-31,50130320,8786,36223050
2021-06-30,2021-06-30,50130320,10751,42453750
2018-01-31,2018-01-31,50130510,6039,22834700
2018-02-28,2018-02-28,50130510,6333,22845650
2018-03-31,2018-03-31,50130510,8127,29374600
2018-04-30,2018-04-30,50130510,8300,31331450
2018-05-31,2018-05-31,50130510,8766,32837750
2018-06-30,2018-06-30,50130510,8987,31772700
2018-07-31,2018-07-31,50130510,10858,35965550
2018-08-31,2018-08-31,50130510,10282,33924200
2018-09-30,2018-09-30,50130510,10698,30837000
2018-10-31,2018-10-31,50130510,10138,30286950
2018-11-30,2018-11-30,50130510,9110,28894450
2018-12-31,2018-12-31,50130510,8489,29534450
2019-01-31,2019-01-31,50130510,7485,28136200
2019-02-28,2019-02-28,50130510,4740,16820600
2019-03-31,2019-03-31,50130510,2787,9738800
2019-04-30,2019-04-30,50130510,3002,11162250
2019-05-31,2019-05-31,50130510,7345,28696250
2019-06-30,2019-06-30,50130510,8774,32139400
2019-07-31,2019-07-31,50130510,10514,34753550
2019-08-31,2019-08-31,50130510,10184,33028800
2019-09-30,2019-09-30,50130510,9460,27761100
2019-10-31,2019-10-31,50130510,8847,25903350
2019-11-30,2019-11-30,50130510,7997,23879300
2019-12-31,2019-12-31,50130510,7295,24298850
2020-01-31,2020-01-31,50130510,7237,25218900
2020-02-29,2020-02-29,50130510,6633,22466700
2020-03-31,2020-03-31,50130510,7579,24734100
2020-04-30,2020-04-30,50130510,7604,27067150
2020-05-31,2020-05-31,50130510,8454,30771900
2020-06-30,2020-06-30,50130510,8869,31989550
2020-07-31,2020-07-31,50130510,9878,32658300
2020-08-31,2020-08-31,50130510,9047,30123950
2020-09-30,2020-09-30,50130510,7024,19669000
2020-10-31,2020-10-31,50130510,6113,17237900
2020-11-30,2020-11-30,50130510,5167,15650900
2020-12-31,2020-12-31,50130510,5865,18290650
2021-01-31,2021-01-31,50130510,5517,17074050
2021-02-28,2021-02-28,50130510,5255,17695700
2021-03-31,2021-03-31,50130510,5786,20041950
2021-04-30,2021-04-30,50130510,6039,22429600
2021-05-31,2021-05-31,50130510,6718,26770600
2021-06-30,2021-06-30,50130510,8196,31243800
2018-01-31,2018-01-31,50130520,6692,26958250
2018-02-28,2018-02-28,50130520,6008,24809550
2018-03-31,2018-03-31,50130520,7938,30101650
2018-04-30,2018-04-30,50130520,6785,25834000
2018-05-31,2018-05-31,50130520,6979,26162450
2018-06-30,2018-06-30,50130520,7339,26452950
2018-07-31,2018-07-31,50130520,8115,27829500
2018-08-31,2018-08-31,50130520,7117,24580550
2018-09-30,2018-09-30,50130520,7593,25362200
2018-10-31,2018-10-31,50130520,7665,25386200
2018-11-30,2018-11-30,50130520,7367,25079050
2018-12-31,2018-12-31,50130520,7479,28103850
2019-01-31,2019-01-31,50130520,4886,18802750
2019-02-28,2019-02-28,50130520,3450,12873000
2019-03-31,2019-03-31,50130520,1988,7155900
2019-04-30,2019-04-30,50130520,1970,6699850
2019-05-31,2019-05-31,50130520,5802,19278900
2019-06-30,2019-06-30,50130520,7263,25376350
2019-07-31,2019-07-31,50130520,8598,30868450
2019-08-31,2019-08-31,50130520,8613,29941650
2019-09-30,2019-09-30,50130520,8079,26725050
2019-10-31,2019-10-31,50130520,7776,26476800
2019-11-30,2019-11-30,50130520,7162,25792200
2019-12-31,2019-12-31,50130520,5959,24014250
2020-01-31,2020-01-31,50130520,5893,24773550
2020-02-29,2020-02-29,50130520,5570,21198250
2020-03-31,2020-03-31,50130520,6123,21544300
2020-04-30,2020-04-30,50130520,5846,19841800
2020-05-31,2020-05-31,50130520,6134,20607000
2020-06-30,2020-06-30,50130520,5293,17835950
2020-07-31,2020-07-31,50130520,4078,13353050
2020-08-31,2020-08-31,50130520,7844,25730750
2020-09-30,2020-09-30,50130520,6722,20482100
2020-10-31,2020-10-31,50130520,6135,20256550
2020-11-30,2020-11-30,50130520,6005,22145800
2020-12-31,2020-12-31,50130520,6890,24757700
2021-01-31,2021-01-31,50130520,6087,21318250
2021-02-28,2021-02-28,50130520,5692,20680400
2021-03-31,2021-03-31,50130520,6349,23135350
2021-04-30,2021-04-30,50130520,6401,21122400
2021-05-31,2021-05-31,50130520,6612,22329500
2021-06-30,2021-06-30,50130520,6864,21580950
2018-01-31,2018-01-31,50130530,11009,52602100
2018-02-28,2018-02-28,50130530,9977,45550200
2018-03-31,2018-03-31,50130530,11317,51778250
2018-04-30,2018-04-30,50130530,11011,48810600
2018-05-31,2018-05-31,50130530,11420,45195100
2018-06-30,2018-06-30,50130530,11843,45387950
2018-07-31,2018-07-31,50130530,13182,49115250
2018-08-31,2018-08-31,50130530,12462,45654250
2018-09-30,2018-09-30,50130530,11454,42530750
2018-10-31,2018-10-31,50130530,11615,44238500
2018-11-30,2018-11-30,50130530,10724,43884250
2018-12-31,2018-12-31,50130530,10472,46756350
2019-01-31,2019-01-31,50130530,9438,42683800
2019-02-28,2019-02-28,50130530,6639,30231600
2019-03-31,2019-03-31,50130530,4201,21994900
2019-04-30,2019-04-30,50130530,3892,19401000
2019-05-31,2019-05-31,50130530,8712,35140600
2019-06-30,2019-06-30,50130530,9129,32611450
2019-07-31,2019-07-31,50130530,14032,58491700
2019-08-31,2019-08-31,50130530,14570,60424950
2019-09-30,2019-09-30,50130530,13635,57634900
2019-10-31,2019-10-31,50130530,13141,53181250
2019-11-30,2019-11-30,50130530,12922,54153800
2019-12-31,2019-12-31,50130530,13023,59806750
2020-01-31,2020-01-31,50130530,12394,58053400
2020-02-29,2020-02-29,50130530,11448,50037600
2020-03-31,2020-03-31,50130530,12066,51396000
2020-04-30,2020-04-30,50130530,11299,47551400
2020-05-31,2020-05-31,50130530,12371,49194500
2020-06-30,2020-06-30,50130530,11374,43100800
2020-07-31,2020-07-31,50130530,10211,40851800
2020-08-31,2020-08-31,50130530,12742,48010450
2020-09-30,2020-09-30,50130530,12082,44658750
2020-10-31,2020-10-31,50130530,12985,41457850
2020-11-30,2020-11-30,50130530,15675,43013250
2020-12-31,2020-12-31,50130530,13191,43377950
2021-01-31,2021-01-31,50130530,9002,39760550
2021-02-28,2021-02-28,50130530,8775,41363750
2021-03-31,2021-03-31,50130530,9755,45449200
2021-04-30,2021-04-30,50130530,9366,43809700
2021-05-31,2021-05-31,50130530,9258,39221700
2021-06-30,2021-06-30,50130530,10772,41422700
2018-01-31,2018-01-31,50130540,9070,38935950
2018-02-28,2018-02-28,50130540,7851,31681900
2018-03-31,2018-03-31,50130540,8660,35449800
2018-04-30,2018-04-30,50130540,7610,30094800
2018-05-31,2018-05-31,50130540,8093,30358500
2018-06-30,2018-06-30,50130540,8845,30984500
2018-07-31,2018-07-31,50130540,9903,34939200
2018-08-31,2018-08-31,50130540,9640,31539700
2018-09-30,2018-09-30,50130540,9228,29821150
2018-10-31,2018-10-31,50130540,8591,29502550
2018-11-30,2018-11-30,50130540,8364,30431850
2018-12-31,2018-12-31,50130540,8342,33451950
2019-01-31,2019-01-31,50130540,5949,23783950
2019-02-28,2019-02-28,50130540,3436,12016050
2019-03-31,2019-03-31,50130540,2107,8607950
2019-04-30,2019-04-30,50130540,1846,6741500
2019-05-31,2019-05-31,50130540,6693,23980550
2019-06-30,2019-06-30,50130540,8803,31186600
2019-07-31,2019-07-31,50130540,11983,40244150
2019-08-31,2019-08-31,50130540,12011,39771150
2019-09-30,2019-09-30,50130540,11572,38101350
2019-10-31,2019-10-31,50130540,11085,36603200
2019-11-30,2019-11-30,50130540,10840,38178700
2019-12-31,2019-12-31,50130540,10425,40600150
2020-01-31,2020-01-31,50130540,10239,41595800
2020-02-29,2020-02-29,50130540,9974,38546400
2020-03-31,2020-03-31,50130540,10464,38935750
2020-04-30,2020-04-30,50130540,10139,35160350
2020-05-31,2020-05-31,50130540,11394,39646300
2020-06-30,2020-06-30,50130540,11091,37713450
2020-07-31,2020-07-31,50130540,4459,12355100
2020-08-31,2020-08-31,50130540,11970,35774650
2020-09-30,2020-09-30,50130540,11205,33188300
2020-10-31,2020-10-31,50130540,9768,30162250
2020-11-30,2020-11-30,50130540,9120,31433750
2020-12-31,2020-12-31,50130540,9023,29137100
2021-01-31,2021-01-31,50130540,8490,27231750
2021-02-28,2021-02-28,50130540,8281,28012700
2021-03-31,2021-03-31,50130540,9317,32971750
2021-04-30,2021-04-30,50130540,9390,31792150
2021-05-31,2021-05-31,50130540,8464,27860850
2021-06-30,2021-06-30,50130540,10680,31676600
2018-01-31,2018-01-31,50130550,4671,19263950
2018-02-28,2018-02-28,50130550,5041,19280850
2018-03-31,2018-03-31,50130550,3529,14384750
2018-04-30,2018-04-30,50130550,2242,8599500
2018-05-31,2018-05-31,50130550,3203,11165100
2018-06-30,2018-06-30,50130550,3889,12232450
2018-07-31,2018-07-31,50130550,4830,14879900
2018-08-31,2018-08-31,50130550,4851,14908750
2018-09-30,2018-09-30,50130550,4998,15811400
2018-10-31,2018-10-31,50130550,4290,14719850
2018-11-30,2018-11-30,50130550,3981,14706700
2018-12-31,2018-12-31,50130550,3907,14628550
2019-01-31,2019-01-31,50130550,3237,12324350
2019-02-28,2019-02-28,50130550,3154,11880900
2019-03-31,2019-03-31,50130550,3297,11991150
2019-04-30,2019-04-30,50130550,3609,12001650
2019-05-31,2019-05-31,50130550,4272,14026200
2019-06-30,2019-06-30,50130550,1607,4684100
2019-07-31,2019-07-31,50130550,1107,3888150
2019-08-31,2019-08-31,50130550,1207,4501400
2019-09-30,2019-09-30,50130550,1155,3830650
2019-10-31,2019-10-31,50130550,1115,3985050
2019-11-30,2019-11-30,50130550,1078,3928600
2019-12-31,2019-12-31,50130550,1019,4291900
2020-01-31,2020-01-31,50130550,824,3431850
2020-02-29,2020-02-29,50130550,968,3685450
2020-03-31,2020-03-31,50130550,999,3641900
2020-04-30,2020-04-30,50130550,968,3389450
2020-05-31,2020-05-31,50130550,1037,3591550
2020-06-30,2020-06-30,50130550,1085,3550000
2020-07-31,2020-07-31,50130550,2913,9383500
2020-08-31,2020-08-31,50130550,10018,30956250
2020-09-30,2020-09-30,50130550,9103,27372150
2020-10-31,2020-10-31,50130550,8106,25263300
2020-11-30,2020-11-30,50130550,7855,27011600
2020-12-31,2020-12-31,50130550,7493,26823800
2021-01-31,2021-01-31,50130550,7053,26069950
2021-02-28,2021-02-28,50130550,6795,26128400
2021-03-31,2021-03-31,50130550,7492,26845400
2021-04-30,2021-04-30,50130550,7399,25200200
2021-05-31,2021-05-31,50130550,6682,21724850
2021-06-30,2021-06-30,50130550,8720,27554100
2018-01-31,2018-01-31,50130560,5859,26620950
2018-02-28,2018-02-28,50130560,5595,24788850
2018-03-31,2018-03-31,50130560,6742,29111700
2018-04-30,2018-04-30,50130560,6168,26815250
2018-05-31,2018-05-31,50130560,6037,24046000
2018-06-30,2018-06-30,50130560,6566,25458350
2018-07-31,2018-07-31,50130560,7771,30305000
2018-08-31,2018-08-31,50130560,7495,27934350
2018-09-30,2018-09-30,50130560,6917,25920300
2018-10-31,2018-10-31,50130560,6659,24895700
2018-11-30,2018-11-30,50130560,6393,24418450
2018-12-31,2018-12-31,50130560,6046,25220700
2019-01-31,2019-01-31,50130560,4185,17198200
2019-02-28,2019-02-28,50130560,6211,26749050
2019-03-31,2019-03-31,50130560,6512,27313750
2019-04-30,2019-04-30,50130560,5291,22056850
2019-05-31,2019-05-31,50130560,7775,32714050
2019-06-30,2019-06-30,50130560,7482,33003050
2019-07-31,2019-07-31,50130560,6745,31923300
2019-08-31,2019-08-31,50130560,5479,26368400
2019-09-30,2019-09-30,50130560,3784,16944600
2019-10-31,2019-10-31,50130560,3702,16214500
2019-11-30,2019-11-30,50130560,3583,17172150
2019-12-31,2019-12-31,50130560,3357,17544750
2020-01-31,2020-01-31,50130560,3344,17786350
2020-02-29,2020-02-29,50130560,3071,14006350
2020-03-31,2020-03-31,50130560,3509,14617800
2020-04-30,2020-04-30,50130560,3340,13762750
2020-05-31,2020-05-31,50130560,3892,16905200
2020-06-30,2020-06-30,50130560,4041,17383200
2020-07-31,2020-07-31,50130560,6425,25272450
2020-08-31,2020-08-31,50130560,13444,50754500
2020-09-30,2020-09-30,50130560,12345,42076100
2020-10-31,2020-10-31,50130560,10639,38365800
2020-11-30,2020-11-30,50130560,10483,40903000
2020-12-31,2020-12-31,50130560,11034,45443100
2021-01-31,2021-01-31,50130560,10412,43607950
2021-02-28,2021-02-28,50130560,9637,40278950
2021-03-31,2021-03-31,50130560,10530,44995500
2021-04-30,2021-04-30,50130560,9487,41495250
2021-05-31,2021-05-31,50130560,8559,32951350
2021-06-30,2021-06-30,50130560,9652,35074700
2018-01-31,2018-01-31,50130570,45936,118701000
2018-02-28,2018-02-28,50130570,43240,113812050
2018-03-31,2018-03-31,50130570,46464,117711450
2018-04-30,2018-04-30,50130570,42709,100217900
2018-05-31,2018-05-31,50130570,45795,100885000
2018-06-30,2018-06-30,50130570,49364,104634500
2018-07-31,2018-07-31,50130570,58001,125812450
2018-08-31,2018-08-31,50130570,54933,116500150
2018-09-30,2018-09-30,50130570,50389,100407800
2018-10-31,2018-10-31,50130570,46571,96178300
2018-11-30,2018-11-30,50130570,44355,101432950
2018-12-31,2018-12-31,50130570,43991,109345600
2019-01-31,2019-01-31,50130570,32267,83674100
2019-02-28,2019-02-28,50130570,21240,57549400
2019-03-31,2019-03-31,50130570,11966,34358750
2019-04-30,2019-04-30,50130570,11882,32622800
2019-05-31,2019-05-31,50130570,35644,81200750
2019-06-30,2019-06-30,50130570,47193,103689750
2019-07-31,2019-07-31,50130570,59933,135774149
2019-08-31,2019-08-31,50130570,61215,134502400
2019-09-30,2019-09-30,50130570,58112,125995299
2019-10-31,2019-10-31,50130570,54550,114124900
2019-11-30,2019-11-30,50130570,50938,116633800
2019-12-31,2019-12-31,50130570,49347,123632700
2020-01-31,2020-01-31,50130570,49731,132288450
2020-02-29,2020-02-29,50130570,46334,122315350
2020-03-31,2020-03-31,50130570,49689,122303100
2020-04-30,2020-04-30,50130570,46209,107296750
2020-05-31,2020-05-31,50130570,52324,120417978
2020-06-30,2020-06-30,50130570,53363,121853705
2020-07-31,2020-07-31,50130570,53571,114230800
2020-08-31,2020-08-31,50130570,56313,115116700
2020-09-30,2020-09-30,50130570,50515,98116600
2020-10-31,2020-10-31,50130570,46279,93397850
2020-11-30,2020-11-30,50130570,39548,88411450
2020-12-31,2020-12-31,50130570,45999,106031300
2021-01-31,2021-01-31,50130570,45790,107302450
2021-02-28,2021-02-28,50130570,43531,103601250
2021-03-31,2021-03-31,50130570,44732,101916400
2021-04-30,2021-04-30,50130570,43687,93011250
2021-05-31,2021-05-31,50130570,46424,94027400
2021-06-30,2021-06-30,50130570,46479,86524400
2018-01-31,2018-01-31,50130580,15597,47230450
2018-02-28,2018-02-28,50130580,15013,45843500
2018-03-31,2018-03-31,50130580,16243,48582800
2018-04-30,2018-04-30,50130580,15485,44080700
2018-05-31,2018-05-31,50130580,16979,44875250
2018-06-30,2018-06-30,50130580,17531,45915250
2018-07-31,2018-07-31,50130580,21064,53264700
2018-08-31,2018-08-31,50130580,21462,52265950
2018-09-30,2018-09-30,50130580,20800,48260450
2018-10-31,2018-10-31,50130580,19207,46832100
2018-11-30,2018-11-30,50130580,17721,45646500
2018-12-31,2018-12-31,50130580,17939,49404600
2019-01-31,2019-01-31,50130580,14060,40390200
2019-02-28,2019-02-28,50130580,8893,23934350
2019-03-31,2019-03-31,50130580,5778,14023750
2019-04-30,2019-04-30,50130580,5789,13657550
2019-05-31,2019-05-31,50130580,15830,38787050
2019-06-30,2019-06-30,50130580,18250,44145400
2019-07-31,2019-07-31,50130580,21594,52257450
2019-08-31,2019-08-31,50130580,22292,52004550
2019-09-30,2019-09-30,50130580,20694,46899350
2019-10-31,2019-10-31,50130580,19001,42088700
2019-11-30,2019-11-30,50130580,17979,43400700
2019-12-31,2019-12-31,50130580,17069,44950900
2020-01-31,2020-01-31,50130580,15526,43321100
2020-02-29,2020-02-29,50130580,14629,40153050
2020-03-31,2020-03-31,50130580,16255,42033800
2020-04-30,2020-04-30,50130580,15418,37353700
2020-05-31,2020-05-31,50130580,16819,39287850
2020-06-30,2020-06-30,50130580,17108,39029650
2020-07-31,2020-07-31,50130580,18648,40746100
2020-08-31,2020-08-31,50130580,25071,56296100
2020-09-30,2020-09-30,50130580,22303,47293500
2020-10-31,2020-10-31,50130580,19742,43249150
2020-11-30,2020-11-30,50130580,15516,35093100
2020-12-31,2020-12-31,50130580,15749,40146100
2021-01-31,2021-01-31,50130580,16533,42811500
2021-02-28,2021-02-28,50130580,16133,42488650
2021-03-31,2021-03-31,50130580,17363,43048550
2021-04-30,2021-04-30,50130580,16810,39314300
2021-05-31,2021-05-31,50130580,16953,38265400
2021-06-30,2021-06-30,50130580,14277,29767600
2018-01-31,2018-01-31,50130590,21666,57612600
2018-02-28,2018-02-28,50130590,19252,51722150
2018-03-31,2018-03-31,50130590,21567,57214850
2018-04-30,2018-04-30,50130590,21424,55609050
2018-05-31,2018-05-31,50130590,22382,53686150
2018-06-30,2018-06-30,50130590,22734,52926700
2018-07-31,2018-07-31,50130590,26787,63629950
2018-08-31,2018-08-31,50130590,26246,60656200
2018-09-30,2018-09-30,50130590,23877,50863500
2018-10-31,2018-10-31,50130590,22438,48485050
2018-11-30,2018-11-30,50130590,21689,50041200
2018-12-31,2018-12-31,50130590,21606,54002100
2019-01-31,2019-01-31,50130590,20265,52272200
2019-02-28,2019-02-28,50130590,17234,41752800
2019-03-31,2019-03-31,50130590,15630,35447200
2019-04-30,2019-04-30,50130590,14778,31985850
2019-05-31,2019-05-31,50130590,19665,44419200
2019-06-30,2019-06-30,50130590,21529,45993650
2019-07-31,2019-07-31,50130590,27006,61582250
2019-08-31,2019-08-31,50130590,27051,60755300
2019-09-30,2019-09-30,50130590,24430,52395650
2019-10-31,2019-10-31,50130590,23606,49536650
2019-11-30,2019-11-30,50130590,22345,50189350
2019-12-31,2019-12-31,50130590,21921,55227750
2020-01-31,2020-01-31,50130590,21953,57458199
2020-02-29,2020-02-29,50130590,21164,53111950
2020-03-31,2020-03-31,50130590,23648,56525400
2020-04-30,2020-04-30,50130590,22566,51090800
2020-05-31,2020-05-31,50130590,24730,57743441
2020-06-30,2020-06-30,50130590,23663,53387563
2020-07-31,2020-07-31,50130590,21926,49049300
2020-08-31,2020-08-31,50130590,21378,48610200
2020-09-30,2020-09-30,50130590,18609,38982000
2020-10-31,2020-10-31,50130590,17296,37333600
2020-11-30,2020-11-30,50130590,15613,36899550
2020-12-31,2020-12-31,50130590,17194,42350750
2021-01-31,2021-01-31,50130590,17589,44229050
2021-02-28,2021-02-28,50130590,16256,41473600
2021-03-31,2021-03-31,50130590,17931,45509750
2021-04-30,2021-04-30,50130590,18317,44380900
2021-05-31,2021-05-31,50130590,20159,46104350
2021-06-30,2021-06-30,50130590,20790,46745900
2018-01-31,2018-01-31,50130600,20280,53858550
2018-02-28,2018-02-28,50130600,17523,44956800
2018-03-31,2018-03-31,50130600,19840,49992600
2018-04-30,2018-04-30,50130600,18862,42731250
2018-05-31,2018-05-31,50130600,20853,43830200
2018-06-30,2018-06-30,50130600,21954,45078650
2018-07-31,2018-07-31,50130600,25030,53081150
2018-08-31,2018-08-31,50130600,25032,52218200
2018-09-30,2018-09-30,50130600,23196,45676250
2018-10-31,2018-10-31,50130600,21978,44132850
2018-11-30,2018-11-30,50130600,20457,43982200
2018-12-31,2018-12-31,50130600,20550,47963050
2019-01-31,2019-01-31,50130600,18865,45113300
2019-02-28,2019-02-28,50130600,14844,36020500
2019-03-31,2019-03-31,50130600,12703,29641700
2019-04-30,2019-04-30,50130600,12674,28034650
2019-05-31,2019-05-31,50130600,20250,41796850
2019-06-30,2019-06-30,50130600,22971,46918200
2019-07-31,2019-07-31,50130600,29065,62889962
2019-08-31,2019-08-31,50130600,29686,62450130
2019-09-30,2019-09-30,50130600,27059,55161400
2019-10-31,2019-10-31,50130600,26275,51590000
2019-11-30,2019-11-30,50130600,24704,53151631
2019-12-31,2019-12-31,50130600,23135,53564700
2020-01-31,2020-01-31,50130600,23785,58420100
2020-02-29,2020-02-29,50130600,22735,53765750
2020-03-31,2020-03-31,50130600,25061,57795350
2020-04-30,2020-04-30,50130600,23923,51288700
2020-05-31,2020-05-31,50130600,26363,55578850
2020-06-30,2020-06-30,50130600,25899,54499299
2020-07-31,2020-07-31,50130600,27126,56585581
2020-08-31,2020-08-31,50130600,31292,66506000
2020-09-30,2020-09-30,50130600,29059,56779450
2020-10-31,2020-10-31,50130600,27287,57481400
2020-11-30,2020-11-30,50130600,26015,57841350
2020-12-31,2020-12-31,50130600,27298,62836650
2021-01-31,2021-01-31,50130600,26239,62019900
2021-02-28,2021-02-28,50130600,23585,56333000
2021-03-31,2021-03-31,50130600,25623,59499550
2021-04-30,2021-04-30,50130600,24561,53705700
2021-05-31,2021-05-31,50130600,27284,58341550
2021-06-30,2021-06-30,50130600,26836,56178400
2018-01-31,2018-01-31,50130610,17791,52591350
2018-02-28,2018-02-28,50130610,15809,47371550
2018-03-31,2018-03-31,50130610,17920,51756300
2018-04-30,2018-04-30,50130610,17538,47297550
2018-05-31,2018-05-31,50130610,19583,48752650
2018-06-30,2018-06-30,50130610,20601,50341800
2018-07-31,2018-07-31,50130610,24565,60829200
2018-08-31,2018-08-31,50130610,22807,56208150
2018-09-30,2018-09-30,50130610,20540,48113500
2018-10-31,2018-10-31,50130610,18641,42843400
2018-11-30,2018-11-30,50130610,16869,41720100
2018-12-31,2018-12-31,50130610,15818,42034050
2019-01-31,2019-01-31,50130610,16140,43175000
2019-02-28,2019-02-28,50130610,13280,36592800
2019-03-31,2019-03-31,50130610,10960,30153700
2019-04-30,2019-04-30,50130610,10898,28945500
2019-05-31,2019-05-31,50130610,16710,41810299
2019-06-30,2019-06-30,50130610,26735,72610590
2019-07-31,2019-07-31,50130610,28340,74250181
2019-08-31,2019-08-31,50130610,28978,77137792
2019-09-30,2019-09-30,50130610,26520,66762079
2019-10-31,2019-10-31,50130610,25393,63536085
2019-11-30,2019-11-30,50130610,23433,63947036
2019-12-31,2019-12-31,50130610,22029,65819186
2020-01-31,2020-01-31,50130610,22288,69866086
2020-02-29,2020-02-29,50130610,20652,61061781
2020-03-31,2020-03-31,50130610,23026,63941232
2020-04-30,2020-04-30,50130610,22017,59149528
2020-05-31,2020-05-31,50130610,25448,65612387
2020-06-30,2020-06-30,50130610,26003,63883576
2020-07-31,2020-07-31,50130610,26855,63118639
2020-08-31,2020-08-31,50130610,29034,69976499
2020-09-30,2020-09-30,50130610,25933,59276999
2020-10-31,2020-10-31,50130610,24234,58051000
2020-11-30,2020-11-30,50130610,21394,55698700
2020-12-31,2020-12-31,50130610,20924,55735800
2021-01-31,2021-01-31,50130610,20185,54313151
2021-02-28,2021-02-28,50130610,19162,54608900
2021-03-31,2021-03-31,50130610,22121,60028350
2021-04-30,2021-04-30,50130610,23495,61827300
2021-05-31,2021-05-31,50130610,27174,68885700
2021-06-30,2021-06-30,50130610,28002,66140250
2018-01-31,2018-01-31,50130620,2951,12408800
2018-02-28,2018-02-28,50130620,2732,11120850
2018-03-31,2018-03-31,50130620,3176,13505550
2018-04-30,2018-04-30,50130620,3362,13901900
2018-05-31,2018-05-31,50130620,3679,14295350
2018-06-30,2018-06-30,50130620,3873,14140000
2018-07-31,2018-07-31,50130620,4460,16477050
2018-08-31,2018-08-31,50130620,4733,16294850
2018-09-30,2018-09-30,50130620,4033,12324850
2018-10-31,2018-10-31,50130620,3876,11873900
2018-11-30,2018-11-30,50130620,3592,12548750
2018-12-31,2018-12-31,50130620,3580,13406250
2019-01-31,2019-01-31,50130620,3609,13382150
2019-02-28,2019-02-28,50130620,3271,12034200
2019-03-31,2019-03-31,50130620,2853,10722200
2019-04-30,2019-04-30,50130620,2725,9982300
2019-05-31,2019-05-31,50130620,3166,11338149
2019-06-30,2019-06-30,50130620,5659,18830347
2019-07-31,2019-07-31,50130620,5660,19188095
2019-08-31,2019-08-31,50130620,5903,20235490
2019-09-30,2019-09-30,50130620,5123,16327346
2019-10-31,2019-10-31,50130620,4794,15295791
2019-11-30,2019-11-30,50130620,4293,14201095
2019-12-31,2019-12-31,50130620,3980,15437297
2020-01-31,2020-01-31,50130620,4167,17346942
2020-02-29,2020-02-29,50130620,3699,13627046
2020-03-31,2020-03-31,50130620,4111,14309895
2020-04-30,2020-04-30,50130620,4097,13601944
2020-05-31,2020-05-31,50130620,5065,16806245
2020-06-30,2020-06-30,50130620,5206,18336343
2020-07-31,2020-07-31,50130620,5863,20849041
2020-08-31,2020-08-31,50130620,5901,20497450
2020-09-30,2020-09-30,50130620,4478,12611500
2020-10-31,2020-10-31,50130620,4241,11937750
2020-11-30,2020-11-30,50130620,3968,12130850
2020-12-31,2020-12-31,50130620,4537,14459450
2021-01-31,2021-01-31,50130620,4525,14789450
2021-02-28,2021-02-28,50130620,4563,15566250
2021-03-31,2021-03-31,50130620,4920,17300600
2021-04-30,2021-04-30,50130620,5256,17646850
2021-05-31,2021-05-31,50130620,6346,19494750
2021-06-30,2021-06-30,50130620,6328,18753350
