base_date,emd_cd,korean_resd,korean_work,korean_visit,long_term_frgn_resd,long_term_frgn_work,long_term_frgn_visit,short_term_frgn_visit,resident_fe_korean,resident_fe_frgn,resident_m_korean,resident_m_frgn,card_cnt_home,card_amt_home,card_cnt_out,card_amt_out,waste_cnt,waste_amt
928,2018-09-30,50130250,10793233.607000044,704821.1857999966,4607364.70199999,602284.6509999972,19590.86259999992,391289.2876999977,36343.84610000027,10919,763,10525,950,379.97278911564626,16253034.217687074,281.36423841059604,8808617.44370861,15276,50900300
929,2018-10-31,50130250,11255791.754700003,707227.1566000013,4474247.778700022,668537.488400006,19972.63819999999,333278.0565000003,46791.43480000005,10902,767,10511,951,358.83116883116884,12828373.415584415,261.4601226993865,8043536.141104295,13956,47706650
930,2018-11-30,50130250,10806238.19299994,745588.4737999969,4260212.88140004,679922.3557999996,25061.74809999995,314158.40430000174,59734.08080000062,10901,769,10491,958,370.16,13120746.726666668,278.112582781457,8821869.622516556,13481,49818000
931,2018-12-31,50130250,11176133.200900044,745089.454599996,3954276.8488000133,640434.3003999923,20031.718500000025,273272.8363000017,69836.15820000187,10896,767,10468,963,346.50322580645167,12460934.46451613,260.87012987012986,8406205.62987013,12238,52109450
932,2019-01-31,50130250,11330822.55500001,710069.5149000038,4592696.530599989,638762.1862999978,34407.757500000036,422084.32709999813,50163.78289999999,10884,770,10453,976,351.8,13693180.193548387,271.66,8585603.693333333,15727,59920500
933,2019-02-28,50130250,10216592.235400027,552737.0611000021,4156314.335099986,621344.4673999965,10494.260799999991,373361.3934999978,55913.64600000054,10883,771,10466,964,347.07142857142856,14196785.357142854,285.5839416058394,8798150.540145986,17555,64507450
934,2019-03-31,50130250,11162724.893,640643.3418000008,4629989.692599963,668575.1969000064,40208.37320000011,430233.1691999957,74495.0986000003,10909,771,10479,956,367.78571428571433,13576498.084415585,305.3333333333333,9129285.546666667,20864,74448950
935,2019-04-30,50130250,10782376.251600012,803755.6555000017,4557174.875000025,623806.7895999979,29445.82330000002,405879.812799998,69379.46409999888,10941,768,10484,962,370.03333333333336,12875396.433333335,307.8680555555556,9455673.194444444,22208,76326749
936,2019-05-31,50130250,11307277.323900018,904336.9350000005,5130230.180300055,728248.5247000002,36045.976399999934,455035.4548999978,82275.87280000135,10949,762,10466,959,386.9870967741937,14173123.174193548,331.1666666666667,10070709.34,28406,89408798
937,2019-06-30,50130250,10781943.419200003,877100.0532000002,4147434.607199995,613787.5073999972,28641.077700000023,340991.6102000015,41371.65869999952,10898,711,10436,919,367.3733333333333,12286959.993333334,283.37908496732024,8773444.705882354,29856,94718850
938,2019-07-31,50130250,10846331.886400012,898026.0508000057,4064403.9098999873,456335.40689999424,38155.461300000046,244496.68550000052,43389.78109999949,10892,694,10440,918,349.4387096774193,11584834.270967742,235.37267080745343,7278131.260869565,29752,99189650
939,2019-08-31,50130250,11236998.028099978,852026.9528000025,4989894.905700013,510164.68259999296,39568.078600000015,552000.6775999999,57993.44690000081,10965,806,10443,1007,419.38709677419365,14462178.064516127,289.2699386503068,9017829.711656442,36484,105859200
940,2019-09-30,50130250,11224343.474700017,786168.5128999982,4307954.763500042,659306.4700999946,37482.73329999986,427208.71379999846,46199.30620000068,10942,792,10437,991,398.46,14370408.22,291.65986394557825,8869271.598639458,22135,51079250
941,2019-10-31,50130250,11616790.462299995,809312.9637000052,4540828.53849998,679096.4130999953,40159.82799999998,433162.5296999985,48992.59710000042,10939,789,10409,995,406.3612903225807,13591745.729032258,325.88235294117646,9721171.405228758,29849,77633150
942,2019-11-30,50130250,11404504.311200038,907426.8196000005,4571168.943300018,611473.6078000021,57295.87130000014,403950.3937000017,38607.635000000446,10941,789,10426,995,405.8733333333333,13882992.46,303.3881578947368,8826938.684210526,33506,99774700
943,2019-12-31,50130250,11703344.990700008,834429.5336999977,4174080.9467999907,583131.0645,20540.734600000003,362752.2380000001,39740.999800000085,10942,780,10392,991,372.51612903225805,13537883.477419356,291.202614379085,9395494.379084967,30188,102687000
944,2020-01-31,50130250,11975251.84300002,712434.8668000018,4589589.615299947,698436.3408000045,38269.255300000805,415784.99370000546,46314.7951000003,10932,791,10422,993,384.6322580645161,15037128.903225806,269.4267515923567,8432314.25477707,30696,104173150
945,2020-02-29,50130250,11774577.56109997,708439.1188999964,3687116.5019000308,750732.5167000169,38094.474399999875,407690.1624000005,18775.85649999998,10912,789,10417,994,381.81379310344835,13922274.668965515,268.63120567375887,7829675.836879432,31001,97979349
946,2020-03-31,50130250,12843490.714900028,750254.4982999972,3887716.398900002,821965.1056000289,48812.066299999686,403188.58920000156,12464.812699999842,10914,786,10424,982,398.1290322580645,14360029.483870968,282.5496688741722,8536527.086092716,32870,103538750
947,2020-04-30,50130250,12483510.509699926,704434.6456000034,3916378.503800015,827753.8845000457,36402.4429000003,456565.7063000031,8853.288099999876,10899,782,10414,983,396.20666666666665,14641419.12,289.08843537414964,8826152.904761905,31888,95039599
948,2020-05-31,50130250,12786833.873199966,758018.1248999953,4506299.660699987,742184.1875000047,34406.63010000002,404463.15029999963,1070.8794999999993,10919,773,10397,964,441.58709677419347,15892350.07096774,359.09395973154363,11272843.12080537,37916,110405348
949,2020-06-30,50130250,12259171.794799998,779992.1952000039,4032859.6474999976,663141.7618999989,30419.748799999994,331957.67980000033,823.1514000000107,10909,735,10389,937,422.50666666666666,14719000.726666668,341.47222222222223,10533793.097222222,36214,103177347
950,2020-07-31,50130250,12483693.413499964,931960.9843000006,4151403.371099987,655596.8159999994,47978.374299999945,326904.3846999984,2155.032299999998,10926,717,10402,914,401.91612903225814,14959122.70967742,321.61904761904765,9894153.768707482,34439,99259041
951,2020-08-31,50130250,12630892.217000015,797004.3322999903,4981731.822400037,662716.6871999943,45698.07579999997,386368.86920000287,3529.973200000017,11010,779,10421,952,464.8709677419355,16760126.348387094,318.2631578947368,10145211.55263158,40025,108944848
952,2020-09-30,50130250,12674438.155600036,753489.7193999966,4494053.695300022,747843.5901000143,32500.064699999886,406786.1240000057,1825.4356999999868,11075,783,10453,952,472.95333333333326,18374200.073333334,297.27464788732397,8936561.626760563,38067,92630549
953,2020-10-31,50130250,13273736.943800082,734583.7932999955,5292098.033099982,792001.8165000171,53926.54529999916,395860.5448000037,709.3900999999937,11121,774,10495,946,434.57419354838714,15852458.032258065,323.758389261745,10025217.033557046,36538,96266900
954,2020-11-30,50130250,13027664.94229999,859374.2617,4766097.731399992,685840.741300004,34029.882599999895,351672.77299999923,2558.335699999962,11187,769,10533,939,436.10666666666674,16466388.96,302.312925170068,9303169.333333334,34724,100047750
955,2020-12-31,50130250,13717995.460399948,872007.5171999964,4485291.638399958,710337.0128999638,46171.18480000019,399057.669200001,2256.163199999981,11206,764,10555,926,448.2645161290322,17558096.44516129,280.1081081081081,8412168.452702703,35493,107058050
956,2021-01-31,50130250,14114604.87620001,779505.342000005,5041806.080299985,793545.8061000062,25904.954800000898,449518.658100015,238.16389999999905,11219,769,10597,918,442.6774193548387,16733414.670967745,281.7972027972028,8093397.174825175,35084,105314800
957,2021-02-28,50130250,12823722.148900073,706861.0591000016,4623253.98779999,736390.3115999915,26519.68960000083,337709.5189000045,230.41739999999925,11296,774,10651,922,441.5785714285714,16785339.835714284,287.5072463768116,8555928.739130436,32472,99042750
958,2021-03-31,50130250,13745379.050100027,827368.0928999989,5444506.21669999,721228.1156000046,25953.768599999883,421820.3724999997,1293.4048999999836,11255,772,10628,915,454.16774193548383,15904960.316129033,304.0310559006212,9264903.372670807,36061,105467100
959,2021-04-30,50130250,13496944.291400015,919907.5806000001,5453484.897300047,664577.141100002,41992.490999999645,397659.6456000054,2144.6517000000104,11237,773,10622,909,457.9066666666667,16862483.413333334,338.60402684563763,9966948.691275168,35556,101782450
960,2021-05-31,50130250,14137649.20290003,879709.1688000055,6032986.299500028,726648.2954000122,44816.38369999958,430160.1705000066,583.4409999999963,11260,768,10659,910,456.22580645161287,17098344.89032258,352.92810457516333,10880862.751633987,42373,113929800
961,2021-06-30,50130250,13455516.456600007,846932.5788000005,5025836.48089999,626200.6170000043,30983.77349999973,344676.9281999909,1268.9939999999935,11272,708,10687,863,471.14666666666665,17031897.713333335,337.7708333333333,10282332.222222222,41806,109850800
962,2018-01-31,50130253,8648312.39489996,692442.8750999979,5555026.675900004,214387.0427999993,32056.83099999997,161791.63399999938,255565.15989999854,9306,200,9806,428,186.60666666666665,7732498.513333334,142.88513513513513,4854215.72972973,9570,42437700
963,2018-02-28,50130253,7814940.614200006,591702.7963999996,4174079.969299978,193626.93060000023,25946.990000000023,167815.81190000012,160098.5424999995,9321,205,9821,430,179.71532846715328,8936302.627737226,123.61971830985917,4266575.669014084,8588,37088050
964,2018-03-31,50130253,7959488.163700041,607714.6252000006,4619524.734999982,188783.3162000007,44594.849200000055,146150.9167,167708.20540000222,9341,204,9837,424,192.2922077922078,8396485.441558441,141.71337579617838,4703177.165605095,10072,42988350
965,2018-04-30,50130253,7654732.245900023,717997.5558000045,5119910.5283000115,177859.51300000068,15111.871499999981,125783.29389999932,194940.54459999522,9353,205,9850,428,199.9324324324324,8468058.263513513,147.6143790849673,5070585.31372549,10001,42703500
966,2018-05-31,50130253,7866431.5451000035,689574.593999995,5332134.0521000335,185301.92890000032,12585.79700000001,127536.48360000044,222367.74300000028,9374,201,9878,437,198.20645161290327,8577556.812903225,149.8633540372671,5146047.329192546,11153,42616750
967,2018-06-30,50130253,7737987.192399989,696497.2348999998,4818615.81940008,196955.8417999992,38224.079000000085,145508.29829999962,409692.21949999663,9388,208,9862,472,221.3793103448276,8972592.737931034,158.99315068493152,5411808.582191781,11733,42287450
968,2018-07-31,50130253,8184283.102700015,756375.2729999989,5076703.53589998,209072.07260000016,29749.198200000064,153922.53150000054,293531.7650000009,9353,210,9837,490,225.7,9259745.44,159.1354838709677,5314408.341935484,13599,49758400
969,2018-08-31,50130253,8367300.9852999775,709920.7845999977,5217441.745600054,232993.8318000003,16355.882300000041,175752.40069999918,263867.1323000034,9348,211,9825,493,216.6013071895425,9430687.960784314,151.35582822085888,5063512.7300613485,13714,49571700
970,2018-09-30,50130253,7887763.427099988,597441.8861999939,4897825.949900003,238087.93759999968,20006.23939999997,169088.34619999814,452093.28379999596,9343,219,9807,505,208.42666666666668,9785086.053333333,145.71153846153842,4767794.634615385,12365,45419400
971,2018-10-31,50130253,8126342.414799972,648902.6434999997,5269651.528000002,298067.8955000022,21969.739299999943,197545.38290000122,245423.27479999914,9324,226,9775,506,191.28387096774196,7981531.806451612,156.7891156462585,4990263.693877552,11662,44434300
972,2018-11-30,50130253,8097248.727299984,723973.4569000014,5201998.774700008,313271.6735999992,24104.00659999993,218641.567699999,187729.11449999863,9320,227,9774,501,194.9324324324324,8529457.06081081,150.9090909090909,4861042.2402597405,10756,45008000
973,2018-12-31,50130253,8755017.07489997,757088.1897000045,4970186.4832999855,316886.0827000016,29799.312300000045,234156.4492999999,135609.04860000225,9287,233,9751,507,195.00645161290316,8162143.419354837,161.4701986754967,5480595.410596026,11501,48961900
974,2019-01-31,50130253,8980016.31170003,726416.6936999975,5746081.271499991,319216.90870000096,24808.79600000002,315597.66870000004,145043.72419999805,9274,250,9758,511,190.03870967741932,8371887.677419355,157.359477124183,5136471.869281046,10629,45272000
975,2019-02-28,50130253,8017415.623300005,623527.2279999993,4794952.537700026,261455.6356000005,18925.013000000017,258550.12750000122,113166.03130000105,9257,252,9763,510,186.8142857142857,8400823.192857143,148.08450704225353,4859747.985915493,7080,27809150
976,2019-03-31,50130253,8417364.320900017,693674.9086000011,4718696.908300004,267331.9958000033,23340.92220000007,273206.4339000016,112023.58470000092,9250,253,9785,509,197.8645161290323,8908737.406451613,151.43589743589746,4814609.173076923,4749,17810750
977,2019-04-30,50130253,8224511.182400022,759370.1779000033,5207866.275500024,251002.16200000077,30041.701199999985,268533.67190000036,140697.21060000075,9268,258,9818,512,207.63333333333333,8565388.506666666,154.4736842105263,4876407.388157895,4902,16786800
978,2019-05-31,50130253,8423807.984400025,796541.4610000037,5361715.465500004,262399.27549999964,25383.98419999997,230712.4534999998,131525.02709999972,9286,262,9840,508,212.26797385620915,9118201.33986928,162.4090909090909,5451295.922077922,12716,45550300
979,2019-06-30,50130253,8269968.244999993,698768.7949999998,4907697.070700023,240067.08140000148,19390.3737,202207.51870000173,191646.4278999964,9278,265,9847,525,214.86666666666667,8877726.453333333,162.82894736842104,5248505.019736842,16410,58575550
980,2019-07-31,50130253,8712787.877299977,758997.9388000089,5469932.647799976,269441.1011000008,24012.491000000053,228674.50080000036,201771.52610000008,9265,273,9833,527,221.09677419354838,8411688.58064516,154.45454545454547,4836373.175757577,18048,64063450
981,2019-08-31,50130253,8779658.734900035,685678.7025000012,5833114.687000019,297246.90380000114,20265.69390000004,240312.48059999922,262651.5901000021,9281,274,9828,525,223.31612903225812,9306479.877419354,170.00641025641025,5470187.916666667,19078,66347550
982,2019-09-30,50130253,8351257.28590006,642047.9468999992,4506211.404199984,279134.64549999963,33589.06619999986,164115.70979999978,274982.6139000036,9255,279,9794,532,214.66216216216216,9757310.16891892,151.15540540540542,4781636.4594594585,17315,57377000
983,2019-10-31,50130253,8500417.008099977,676052.1035000061,5360975.60430001,258781.4371999993,17155.237899999982,229227.4439999993,256645.67870000805,9222,281,9768,530,213.32258064516128,9049259.361290324,164.1139240506329,5141823.746835443,16754,57174300
984,2019-11-30,50130253,8496523.532799989,806370.5223000073,5157209.851400002,240602.7470999981,27550.139599999962,224813.5472000016,349935.7695999973,9198,282,9738,533,207.13333333333333,9062576.546666667,162.49044585987258,5016964.5859872615,15041,55376450
985,2019-12-31,50130253,9054027.144400023,830668.1105999972,5670459.940999979,247068.88310000038,18197.917100000006,266758.37760000053,258049.9065000076,9166,275,9739,527,208.47096774193545,9630777.787096774,164.1818181818182,5623776.7077922085,14964,60409100
986,2020-01-31,50130253,9202802.249500047,769631.9928000042,6161090.571899996,240014.0646999933,28099.7346000001,230794.51070001183,169564.49020000402,9138,272,9726,526,199.7548387096774,9294263.032258064,158.50331125827816,5092712.337748344,15805,68767000
987,2020-02-29,50130253,8943169.143500024,654498.647299994,3768263.0464000027,235852.17089998518,17351.207899999667,232178.91280000485,78011.47800000093,9138,272,9716,526,184.6344827586207,8238548.4,141.50704225352112,4615478.690140845,14605,61501550
988,2020-03-31,50130253,9724063.059099963,742883.2962999955,3924304.3056000117,289509.21179999283,22951.543299999896,269342.97560000233,66315.92499999977,9132,274,9692,517,202.61290322580646,8421581.322580645,134.83660130718954,4304717.483660132,16239,62658150
989,2020-04-30,50130253,9359457.99250002,727588.9172000022,3887266.036699995,310832.6276999966,24746.04689999978,254323.4941000078,51331.30460000038,9125,267,9688,504,214.68666666666667,8604284.266666668,152.62162162162159,4836443.371621622,15672,59824450
990,2020-05-31,50130253,9710822.819099965,729988.9299999961,4479753.4777000295,328579.3453999954,21979.812999999944,318949.69440000074,9718.207699999959,9098,262,9660,495,221.7032258064516,9858203.064516127,168.7948717948718,5427985.5,17574,63544800
991,2020-06-30,50130253,9181842.561299983,672358.9102999975,4102197.9546000436,294148.247000002,16302.382800000007,196978.05270000038,12446.05290000006,9092,260,9662,492,215.97333333333333,9428319.12,161.7483443708609,4897169.80794702,18020,63109150
992,2020-07-31,50130253,9586987.74410003,772089.8185000031,4777363.384299987,318913.62439999945,7191.389399999988,227125.77519999875,17790.22499999994,9096,257,9666,486,225.90967741935486,9739279.49032258,170.126582278481,5672766.037974684,19042,67019150
993,2020-08-31,50130253,9900980.58300005,777654.3918999986,5603051.574299988,310912.59549999936,8625.531899999994,231019.06520000013,21888.234500000162,9088,251,9664,486,252.7032258064516,10951745.606451614,182.38815789473685,5967518.289473685,19399,71615800
994,2020-09-30,50130253,9806473.705099983,744974.4247999979,4076293.125800005,311921.2503999996,21361.355399999906,199645.33939999747,27327.20600000032,9073,243,9661,486,247.28,11396946.666666664,167.78014184397162,5250902.085106383,16302,56561100
995,2020-10-31,50130253,9993377.71689996,756189.0016000035,5440869.257300006,325882.61650000076,12198.621800000048,234990.7730999975,31807.858600000265,9078,238,9666,477,222.03870967741932,10245536.367741937,168.66233766233762,6234247.051948053,15179,57684950
996,2020-11-30,50130253,10015488.432700044,877512.6620000005,5783119.870100073,314230.6274000022,31956.87229999998,234666.3308000001,19014.523500000032,9073,239,9684,476,227.28666666666663,10816128.046666667,172.1554054054054,6954923.405405405,12979,53573900
997,2020-12-31,50130253,11005300.04309996,940890.7371999908,5236517.885400008,313966.31930000416,26225.89869999983,301733.6074999936,28746.866299999863,9068,235,9698,468,232.94838709677413,10204216.277419357,170.64233576642334,5906959.854014599,14848,60576700
998,2021-01-31,50130253,11369787.704900008,798312.7679000071,4705814.840599989,302154.83660000784,27211.53660000103,258875.99270000387,13940.488600000226,9067,233,9689,463,228.26451612903224,10752617.858064516,164.44202898550725,5098876.188405797,14101,56595100
999,2021-02-28,50130253,10056155.096500017,685954.7344000009,4725318.5103999935,258506.0811000003,14942.591300000213,231617.7104000041,10770.743300000098,9064,230,9687,456,220.15,10533896.292857142,159.33333333333334,5356804.214814815,13816,56178800
1000,2021-03-31,50130253,10326119.77200004,813326.6561000037,5049473.357100014,277685.8064999986,12166.037900000018,326761.7953999998,27479.690700000054,9038,228,9666,452,223.14838709677417,10520696.322580643,163.8116883116883,5155678.551948052,14974,62602150
1001,2021-04-30,50130253,10012433.812500013,858669.8826000022,5562186.402199967,265798.6745999996,13875.498199999969,191479.2038000005,27391.7327,9044,221,9685,440,239.3733333333333,11216855.206666667,170.04026845637586,5807698.409395972,15199,61957700
1002,2021-05-31,50130253,10582166.666200018,861573.3530000015,5775717.841899987,272916.2987000087,19799.302000000094,207881.8829999937,27889.318299999897,9040,216,9662,438,237.88387096774196,10644129.35483871,162.79470198675497,4918804.8013245035,16071,59816600
1003,2021-06-30,50130253,10255528.083700065,820632.1659999968,5529139.605800008,248548.57259999283,16743.843700000456,186725.70569999612,30967.301999999854,9049,210,9668,427,252.82,11501209.393333333,167.63829787234042,4915316.404255318,17330,62927050
1004,2018-01-31,50130259,8320284.057000003,573835.3397999953,6437132.443000022,325853.5043999985,28838.504999999917,172941.1500999994,121699.65500000007,7332,560,8006,1015,154.22666666666666,6030981.166666668,111.94244604316546,3762754.841726619,2456,11343100
1005,2018-02-28,50130259,7623822.080200007,477859.4088999977,5189906.992399951,287546.75339999964,19670.786300000007,162657.76180000088,114259.28259999967,7356,557,8029,1003,156.47101449275362,6241183.224637683,103.53174603174604,3761055.603174603,2323,10137100
1006,2018-03-31,50130259,8058749.264600017,537123.5913999953,5812441.681100015,290306.9457000001,30829.12699999995,173529.67530000056,184019.24430000182,7368,548,8044,991,160.7516339869281,6085511.385620915,111.82550335570471,3528499.3557046982,2756,13681050
1007,2018-04-30,50130259,7972026.337499986,586189.257700003,6782138.612199971,273098.3093000017,28762.41600000005,192386.22490000047,204012.64229999765,7376,553,8070,995,178.08219178082192,6231019.698630137,121.82608695652172,3952258.826086957,2713,14115500
1008,2018-05-31,50130259,8201045.1240000175,638968.4830999966,7002571.006899977,271521.69190000056,27202.509100000014,156247.84609999982,174966.80170000184,7383,553,8083,1005,181.953642384106,6781446.19205298,108.0481927710843,3632827.3855421687,3232,14259700
1009,2018-06-30,50130259,7947566.301300015,651918.8317000031,6198068.343400009,256395.50339999862,32018.5518,191042.1448,219104.13779999968,7413,566,8082,1072,183.66438356164383,7144621.479452055,120.79865771812081,4024864.503355705,3240,14160700
1010,2018-07-31,50130259,8331859.103700003,687709.2094000023,6967009.291099978,287431.4097999996,27136.38449999999,251107.15990000078,218702.0516999997,7404,572,8087,1087,186.4248366013072,7006616.405228757,125.79605263157896,4225200.52631579,3449,15918350
1011,2018-08-31,50130259,8775394.442500016,639249.9131999942,7539019.014700007,362875.596,35622.680999999895,250604.3385999994,260821.80569999808,7413,583,8082,1117,194.37662337662337,7128270.194805195,127.59740259740259,4344900.01948052,3282,16154350
1012,2018-09-30,50130259,8261529.602000025,603526.9056000003,6401446.313200017,323170.4037999994,48715.84489999985,207722.1225000004,209129.17740000086,7425,589,8094,1142,180.02666666666667,7931601.406666666,121.0,4035141.9115646263,2835,13481700
1013,2018-10-31,50130259,8469067.335999992,704167.4508000049,6474915.099499991,327008.6414000048,21772.79360000001,184361.7277000005,280550.1250000002,7430,591,8129,1144,169.53246753246754,6431017.532467533,118.15789473684212,3767466.546052632,2800,13774800
1014,2018-11-30,50130259,8127513.509799954,675248.802199999,5277662.297800022,301862.2140999998,27487.061499999916,149674.50520000028,208562.96319999825,7418,595,8101,1137,173.50340136054422,6092552.37414966,124.82394366197181,3957049.3169014086,2879,13387450
1015,2018-12-31,50130259,8536948.526899993,728387.0675999972,5526509.367800011,332238.7392999991,24313.57619999999,189716.80539999978,209952.99950000306,7367,601,8083,1129,186.41333333333333,7290644.093333334,133.84459459459458,4664836.824324325,2872,15630200
1016,2019-01-31,50130259,8609966.82530005,719498.3866000059,6553841.717400024,283411.060500002,26813.50670000008,202048.6352,226104.3889000016,7357,607,8075,1123,176.92903225806452,6631636.825806453,135.98639455782313,4468762.306122448,6076,40014154
1017,2019-02-28,50130259,7716502.718699968,547569.2412000034,6234031.450199981,255281.09709999774,22448.801,192126.0236,242013.3973999981,7355,612,8109,1117,173.0785714285714,7500767.307142857,125.92307692307692,4061058.323076923,6575,46043704
1018,2019-03-31,50130259,8388544.603999972,700480.3714000003,6149479.47319996,298086.1669000014,23741.874200000068,283762.0104000005,258110.8547000027,7369,614,8126,1092,184.19354838709683,7324033.503225806,139.66417910447763,4651195.798507462,7209,50507700
1019,2019-04-30,50130259,8303770.679200022,696191.8661000009,6449427.594499995,321227.83850000025,18949.491399999988,187342.8982999998,294655.80060000176,7385,612,8119,1112,198.20805369127513,7060366.194630872,139.77857142857144,4458855.3,8041,55663526
1020,2019-05-31,50130259,8503631.17720003,712895.4524000054,7022929.013600069,294978.7708000001,20003.45299999995,220212.8612999997,330434.0914999976,7379,615,8105,1138,199.92903225806447,7540442.4903225815,141.46527777777774,4567662.569444444,9552,58067944
1021,2019-06-30,50130259,8233838.416100037,691796.3894000024,6175919.403899983,281250.5759000007,19107.546100000018,225689.8160000004,287908.408499998,7381,615,8118,1152,199.2751677852349,7008890.825503356,136.73758865248226,4662773.631205673,9939,57757046
1022,2019-07-31,50130259,8560554.652200013,733988.1752000024,7028027.2131999815,316834.08819999924,29409.54299999992,289354.3077999982,306964.7792000029,7414,610,8131,1172,212.34210526315792,7636562.263157895,141.45205479452054,4613122.178082191,10931,62051614
1023,2019-08-31,50130259,8766603.401900012,745356.9772000063,8031312.012600004,354298.6140000035,40361.70130000002,394171.8630999998,338727.0673999963,7434,613,8163,1159,219.30718954248368,7912025.215686275,142.52,4607103.273333333,11207,63509160
1024,2019-09-30,50130259,8401548.512399973,670127.2012999972,5905066.6166,338644.5110999981,37682.37929999999,209488.1835999993,263067.6124000016,7442,605,8164,1185,201.64666666666668,7508399.48,140.4812030075188,4841962.496240602,8344,49593693
1025,2019-10-31,50130259,8602440.61089999,737237.3523000022,6921287.008100019,311499.8850000004,26402.820799999972,200136.90140000032,332298.4008999976,7440,607,8166,1175,205.88387096774196,7596637.477419355,142.50340136054422,4555913.544217687,8527,51296900
1026,2019-11-30,50130259,8346210.574499996,709079.9990999991,5779316.763300003,293078.8338999987,11826.522399999993,195067.0084000001,222801.07310000173,7451,609,8153,1201,197.8533333333333,7636201.106666666,139.72413793103448,4448643.910344828,7814,47126600
1027,2019-12-31,50130259,8630259.453300022,787739.8058000009,6202470.294599983,296227.5036999991,14561.993100000005,197287.42439999926,215772.7351000029,7417,592,8140,1189,205.3267973856209,7710609.54248366,146.02758620689656,4803707.551724138,8005,47381500
1028,2020-01-31,50130259,8667149.744399948,719821.0395999982,7060275.175100028,295161.0653000003,22127.99419999975,241156.95280000236,198737.87980000538,7383,598,8106,1204,196.3506493506493,8006706.194805195,140.3673469387755,4809708.210884354,9759,53259250
1029,2020-02-29,50130259,8369451.090199998,683606.2881999945,4097973.214599997,305673.823000003,5848.800399999929,172996.785299999,60748.69470000043,7359,600,8075,1191,190.5594405594406,6564088.566433568,127.77611940298507,4324902.567164179,8833,43668750
1030,2020-03-31,50130259,9103366.800300002,742056.3443999994,4340030.01289998,358810.94600000023,9671.44459999988,272723.3492000079,17149.702299999804,7301,595,8040,1171,209.67741935483872,7155523.0967741925,130.66433566433562,4142744.6153846164,9955,46373628
1031,2020-04-30,50130259,8893869.853199983,655252.0599000035,3749515.661399978,409310.830599994,15897.868599999907,189057.9686000039,5816.140799999886,7274,591,8016,1161,217.2933333333333,7565604.506666668,146.8507462686567,4865896.888059702,9863,42885800
1032,2020-05-31,50130259,8967877.158699999,645424.859599994,5109585.4081000285,391732.54400000174,14603.697399999981,183217.11590000067,1055.4803999999858,7282,585,8008,1148,231.0,8366915.638709677,148.30769230769232,5107029.506410256,11917,52756684
1033,2020-06-30,50130259,8607007.844799979,706614.3580999959,4956978.061200024,341768.1185000022,13605.65579999998,181135.1877999989,1292.0571000000016,7294,582,8008,1142,230.69333333333333,8156750.686666665,145.41216216216216,4845560.72972973,11813,58983672
1034,2020-07-31,50130259,8919308.623300025,793742.0404000003,6046510.588299993,337894.4993,14938.559100000011,324778.5202999996,2054.8672000000083,7298,576,7986,1140,234.70967741935485,8372728.0967741925,149.03378378378378,4793288.972972973,11872,59437456
1035,2020-08-31,50130259,9309322.314300036,827844.2657000006,7553686.685599991,392592.6403,62353.2456,297357.5023000007,3021.2897999999846,7327,572,7973,1142,255.67741935483872,10689525.716129033,164.843537414966,5501728.462585034,15375,82187750
1036,2020-09-30,50130259,9248041.524099983,758036.0411000036,4892509.988599991,413278.87869999825,58676.32550000291,153445.93759999966,3105.8313999999978,7312,563,7985,1129,246.02666666666667,10513055.686666667,150.90714285714284,4724628.292857143,13867,64840500
1037,2020-10-31,50130259,9537325.64289998,732290.3037999999,6271868.378900045,352674.80529999436,22382.895500000097,171471.6253999988,1686.6775000000086,7300,563,7988,1117,216.93548387096772,8502281.019354839,138.42,4500154.546666667,13068,65917800
1038,2020-11-30,50130259,9438856.324600017,779994.7460999973,6649970.722800014,278647.02489999984,33561.7996,183379.11700000014,1891.8291000000104,7302,561,8004,1108,217.86,8791797.486666666,139.91034482758621,4739320.2827586215,11457,62781150
1039,2020-12-31,50130259,10159516.464099977,822982.4111999971,4789100.8689000085,290317.9316999931,31057.706899999903,200370.67210000128,4543.416999999947,7354,552,8058,1108,220.84516129032258,8358096.7935483875,131.03649635036496,4046961.905109489,10956,58846300
1040,2021-01-31,50130259,10576131.716300024,697829.2634000012,4541687.130300005,356462.10529999353,46370.49210000175,211883.76890000055,805.4831000000047,7352,547,8045,1109,209.81290322580642,7498054.303225808,125.06201550387595,3872661.426356589,9800,51552400
1041,2021-02-28,50130259,9493843.266900003,599437.5447999983,5823054.751099992,402671.64739999274,12331.031000000105,187182.19750000513,660.825399999993,7348,545,8055,1105,224.58992805755398,9762803.014388487,126.0,3973509.944444445,9721,54796550
1042,2021-03-31,50130259,10021236.9759,741079.5583000003,6248080.156399998,425951.56559999776,10814.392799999998,250391.25240000052,1213.5639999999953,7338,536,8081,1091,221.2709677419355,8302960.174193547,137.95833333333334,4674532.131944444,11156,60014350
1043,2021-04-30,50130259,9941083.53050003,744435.7236000062,6891548.870700047,355742.42280000186,19752.49719999999,217282.8147000014,2011.881600000004,7354,512,8083,1050,227.74,8785778.373333333,136.44295302013424,4240150.255033557,11484,63529350
1044,2021-05-31,50130259,10251626.460300013,725994.0723000028,7155187.07080001,371543.431499995,11893.165700000192,203586.3621999964,1936.6041000000141,7360,490,8088,1035,230.09677419354838,9337253.522580646,141.29729729729732,4403684.5,11459,57482500
