base_date,emd_cd,fe_resid_reg_pop,fe_foreign_pop,m_resid_reg_pop,m_foreign_pop
1199,2019-12-31,50130259,7417,592,8140,1189
1200,2020-01-31,50130259,7383,598,8106,1204
1201,2020-02-29,50130259,7359,600,8075,1191
1202,2020-03-31,50130259,7301,595,8040,1171
1203,2020-04-30,50130259,7274,591,8016,1161
1204,2020-05-31,50130259,7282,585,8008,1148
1205,2020-06-30,50130259,7294,582,8008,1142
1206,2020-07-31,50130259,7298,576,7986,1140
1207,2020-08-31,50130259,7327,572,7973,1142
1208,2020-09-30,50130259,7312,563,7985,1129
1209,2020-10-31,50130259,7300,563,7988,1117
1210,2020-11-30,50130259,7302,561,8004,1108
1211,2020-12-31,50130259,7354,552,8058,1108
1212,2021-01-31,50130259,7352,547,8045,1109
1213,2021-02-28,50130259,7348,545,8055,1105
1214,2021-03-31,50130259,7338,536,8081,1091
1215,2021-04-30,50130259,7354,512,8083,1050
1216,2021-05-31,50130259,7360,490,8088,1035
1217,2021-06-30,50130259,7373,465,8105,1029
1218,2018-01-31,50130310,5524,264,5938,258
1219,2018-02-28,50130310,5560,270,5985,263
1220,2018-03-31,50130310,5592,260,6003,273
1221,2018-04-30,50130310,5630,270,6047,279
1222,2018-05-31,50130310,5648,277,6072,282
1223,2018-06-30,50130310,5645,301,6070,291
1224,2018-07-31,50130310,5645,342,6101,304
1225,2018-08-31,50130310,5675,352,6128,318
1226,2018-09-30,50130310,5726,365,6145,328
1227,2018-10-31,50130310,5721,363,6150,330
1228,2018-11-30,50130310,5735,343,6169,317
1229,2018-12-31,50130310,5729,351,6138,319
1230,2019-01-31,50130310,5738,344,6120,321
1231,2019-02-28,50130310,5735,355,6100,319
1232,2019-03-31,50130310,5730,349,6094,315
1233,2019-04-30,50130310,5727,376,6112,316
1234,2019-05-31,50130310,5751,376,6116,324
1235,2019-06-30,50130310,5752,385,6136,340
1236,2019-07-31,50130310,5763,395,6146,349
1237,2019-08-31,50130310,5782,397,6170,349
1238,2019-09-30,50130310,5795,415,6186,353
1239,2019-10-31,50130310,5796,390,6171,345
1240,2019-11-30,50130310,5798,385,6190,341
1241,2019-12-31,50130310,5805,364,6218,324
1242,2020-01-31,50130310,5819,370,6234,335
1243,2020-02-29,50130310,5820,367,6224,327
1244,2020-03-31,50130310,5792,337,6228,317
1245,2020-04-30,50130310,5790,333,6190,309
1246,2020-05-31,50130310,5802,331,6172,311
1247,2020-06-30,50130310,5779,307,6161,302
1248,2020-07-31,50130310,5796,305,6160,302
1249,2020-08-31,50130310,5806,285,6180,295
1250,2020-09-30,50130310,5822,282,6186,291
1251,2020-10-31,50130310,5803,278,6162,270
1252,2020-11-30,50130310,5806,274,6174,264
1253,2020-12-31,50130310,5808,275,6174,266
1254,2021-01-31,50130310,5826,272,6208,262
1255,2021-02-28,50130310,5835,266,6214,263
1256,2021-03-31,50130310,5855,268,6240,257
1257,2021-04-30,50130310,5860,268,6261,251
1258,2021-05-31,50130310,5879,264,6285,246
1259,2021-06-30,50130310,5899,261,6306,248
1260,2018-01-31,50130320,5974,148,6279,261
1261,2018-02-28,50130320,5984,150,6300,249
1262,2018-03-31,50130320,5977,151,6301,252
1263,2018-04-30,50130320,5991,154,6322,249
1264,2018-05-31,50130320,6007,157,6314,257
1265,2018-06-30,50130320,6018,155,6315,265
1266,2018-07-31,50130320,6038,151,6340,271
1267,2018-08-31,50130320,6025,154,6336,271
1268,2018-09-30,50130320,6028,154,6349,268
1269,2018-10-31,50130320,6054,165,6367,270
1270,2018-11-30,50130320,6031,165,6358,282
1271,2018-12-31,50130320,6014,163,6360,287
1272,2019-01-31,50130320,5990,163,6344,280
1273,2019-02-28,50130320,5990,161,6332,283
1274,2019-03-31,50130320,5984,158,6344,283
1275,2019-04-30,50130320,5988,153,6359,281
1276,2019-05-31,50130320,5998,151,6367,281
1277,2019-06-30,50130320,6011,149,6367,281
1278,2019-07-31,50130320,6001,149,6368,281
1279,2019-08-31,50130320,5993,146,6342,282
1280,2019-09-30,50130320,5989,155,6341,290
1281,2019-10-31,50130320,5973,153,6336,291
1282,2019-11-30,50130320,5964,157,6354,286
1283,2019-12-31,50130320,5953,153,6331,285
1284,2020-01-31,50130320,5936,148,6312,289
1285,2020-02-29,50130320,5941,149,6311,288
1286,2020-03-31,50130320,5955,143,6308,281
1287,2020-04-30,50130320,5970,142,6316,278
1288,2020-05-31,50130320,5964,133,6313,267
1289,2020-06-30,50130320,5974,131,6302,264
1290,2020-07-31,50130320,5986,132,6304,259
1291,2020-08-31,50130320,5991,130,6319,255
1292,2020-09-30,50130320,6020,128,6326,253
1293,2020-10-31,50130320,6016,129,6328,249
1294,2020-11-30,50130320,6021,128,6313,245
1295,2020-12-31,50130320,6019,125,6306,241
1296,2021-01-31,50130320,6030,123,6309,238
1297,2021-02-28,50130320,6041,126,6316,236
1298,2021-03-31,50130320,6005,121,6302,235
1299,2021-04-30,50130320,6021,121,6313,229
1300,2021-05-31,50130320,6023,120,6314,219
1301,2021-06-30,50130320,6033,123,6314,211
1302,2018-01-31,50130510,2111,157,2344,366
1303,2018-02-28,50130510,2117,159,2349,370
1304,2018-03-31,50130510,2109,159,2353,367
1305,2018-04-30,50130510,2102,154,2351,359
1306,2018-05-31,50130510,2092,160,2333,364
1307,2018-06-30,50130510,2084,159,2336,372
1308,2018-07-31,50130510,2080,161,2329,388
1309,2018-08-31,50130510,2080,171,2328,394
1310,2018-09-30,50130510,2076,172,2328,427
1311,2018-10-31,50130510,2079,178,2333,422
1312,2018-11-30,50130510,2086,177,2332,431
1313,2018-12-31,50130510,2087,176,2330,434
1314,2019-01-31,50130510,2073,172,2310,424
1315,2019-02-28,50130510,2060,172,2309,425
1316,2019-03-31,50130510,2039,172,2296,413
1317,2019-04-30,50130510,2033,171,2301,410
1318,2019-05-31,50130510,2026,168,2295,407
1319,2019-06-30,50130510,2027,168,2285,421
1320,2019-07-31,50130510,2013,171,2274,427
1321,2019-08-31,50130510,2020,168,2271,438
1322,2019-09-30,50130510,2011,167,2263,435
1323,2019-10-31,50130510,2005,168,2264,437
1324,2019-11-30,50130510,2007,170,2255,436
1325,2019-12-31,50130510,2022,171,2264,436
1326,2020-01-31,50130510,2009,170,2256,436
1327,2020-02-29,50130510,2017,174,2246,431
1328,2020-03-31,50130510,2010,173,2235,423
1329,2020-04-30,50130510,1999,170,2224,420
1330,2020-05-31,50130510,1990,166,2205,417
1331,2020-06-30,50130510,1993,161,2205,419
1332,2020-07-31,50130510,1979,147,2190,411
1333,2020-08-31,50130510,1988,127,2217,392
1334,2020-09-30,50130510,1985,127,2217,392
1335,2020-10-31,50130510,1967,116,2207,375
1336,2020-11-30,50130510,1962,115,2213,368
1337,2020-12-31,50130510,1969,110,2202,377
1338,2021-01-31,50130510,1969,106,2176,372
1339,2021-02-28,50130510,1946,104,2171,362
1340,2021-03-31,50130510,1916,106,2145,356
1341,2021-04-30,50130510,1912,104,2149,353
1342,2021-05-31,50130510,1901,104,2142,358
1343,2021-06-30,50130510,1903,103,2141,363
1344,2018-01-31,50130520,1186,47,1275,49
1345,2018-02-28,50130520,1178,49,1264,52
1346,2018-03-31,50130520,1170,50,1255,55
1347,2018-04-30,50130520,1173,50,1244,55
1348,2018-05-31,50130520,1188,49,1242,57
1349,2018-06-30,50130520,1181,48,1238,58
1350,2018-07-31,50130520,1176,49,1219,60
1351,2018-08-31,50130520,1166,49,1212,61
1352,2018-09-30,50130520,1156,49,1200,62
1353,2018-10-31,50130520,1154,48,1193,61
1354,2018-11-30,50130520,1145,48,1187,64
1355,2018-12-31,50130520,1144,46,1189,65
1356,2019-01-31,50130520,1160,46,1186,66
1357,2019-02-28,50130520,1155,53,1166,67
1358,2019-03-31,50130520,1156,52,1172,63
1359,2019-04-30,50130520,1153,52,1168,63
1360,2019-05-31,50130520,1149,52,1181,61
1361,2019-06-30,50130520,1156,51,1178,63
1362,2019-07-31,50130520,1157,53,1167,62
1363,2019-08-31,50130520,1145,54,1159,66
1364,2019-09-30,50130520,1138,57,1146,65
1365,2019-10-31,50130520,1140,59,1154,66
1366,2019-11-30,50130520,1141,60,1148,68
1367,2019-12-31,50130520,1134,57,1142,66
1368,2020-01-31,50130520,1121,57,1137,66
1369,2020-02-29,50130520,1122,59,1137,67
1370,2020-03-31,50130520,1113,59,1130,64
1371,2020-04-30,50130520,1115,59,1123,65
1372,2020-05-31,50130520,1105,58,1126,63
1373,2020-06-30,50130520,1118,57,1127,62
1374,2020-07-31,50130520,1112,58,1126,62
1375,2020-08-31,50130520,1100,58,1117,62
1376,2020-09-30,50130520,1100,58,1117,61
1377,2020-10-31,50130520,1095,57,1116,62
1378,2020-11-30,50130520,1090,58,1113,61
1379,2020-12-31,50130520,1087,59,1109,60
1380,2021-01-31,50130520,1083,58,1101,60
1381,2021-02-28,50130520,1064,56,1093,64
1382,2021-03-31,50130520,1044,55,1078,62
1383,2021-04-30,50130520,1052,51,1074,63
1384,2021-05-31,50130520,1058,50,1078,63
1385,2021-06-30,50130520,1054,48,1078,64
1386,2018-01-31,50130530,2086,64,1913,43
1387,2018-02-28,50130530,2066,66,1893,45
1388,2018-03-31,50130530,2054,66,1881,45
1389,2018-04-30,50130530,2050,66,1889,43
1390,2018-05-31,50130530,2050,63,1890,41
1391,2018-06-30,50130530,2055,62,1885,42
1392,2018-07-31,50130530,2058,63,1883,42
1393,2018-08-31,50130530,2041,64,1872,43
1394,2018-09-30,50130530,2046,64,1878,44
1395,2018-10-31,50130530,2036,61,1883,44
1396,2018-11-30,50130530,2029,60,1872,46
1397,2018-12-31,50130530,2024,60,1855,45
1398,2019-01-31,50130530,2003,57,1844,47
1399,2019-02-28,50130530,2001,53,1847,48
1400,2019-03-31,50130530,1999,53,1844,48
1401,2019-04-30,50130530,1997,53,1848,49
1402,2019-05-31,50130530,1985,53,1826,52
1403,2019-06-30,50130530,1984,49,1821,51
1404,2019-07-31,50130530,1986,50,1816,50
1405,2019-08-31,50130530,1976,52,1802,51
1406,2019-09-30,50130530,1960,50,1789,52
1407,2019-10-31,50130530,1966,51,1781,52
1408,2019-11-30,50130530,1960,50,1765,47
1409,2019-12-31,50130530,1950,51,1755,42
1410,2020-01-31,50130530,1935,52,1741,42
1411,2020-02-29,50130530,1927,52,1735,46
1412,2020-03-31,50130530,1923,52,1711,44
1413,2020-04-30,50130530,1914,51,1720,42
1414,2020-05-31,50130530,1914,50,1727,39
1415,2020-06-30,50130530,1907,47,1717,39
1416,2020-07-31,50130530,1894,46,1714,37
1417,2020-08-31,50130530,1888,45,1707,36
1418,2020-09-30,50130530,1886,43,1698,38
1419,2020-10-31,50130530,1873,42,1690,37
1420,2020-11-30,50130530,1856,41,1677,36
1421,2020-12-31,50130530,1851,38,1668,35
1422,2021-01-31,50130530,1843,38,1660,35
1423,2021-02-28,50130530,1819,39,1648,32
1424,2021-03-31,50130530,1788,40,1617,31
1425,2021-04-30,50130530,1769,41,1614,32
1426,2021-05-31,50130530,1758,42,1614,31
1427,2021-06-30,50130530,1753,40,1605,32
1428,2018-01-31,50130540,1729,47,1818,49
1429,2018-02-28,50130540,1731,47,1806,50
1430,2018-03-31,50130540,1739,47,1793,50
1431,2018-04-30,50130540,1742,46,1788,50
1432,2018-05-31,50130540,1761,44,1806,60
1433,2018-06-30,50130540,1760,45,1800,60
1434,2018-07-31,50130540,1754,43,1802,66
1435,2018-08-31,50130540,1763,47,1803,63
1436,2018-09-30,50130540,1760,52,1801,67
1437,2018-10-31,50130540,1766,50,1804,62
1438,2018-11-30,50130540,1753,52,1811,63
1439,2018-12-31,50130540,1754,54,1816,64
1440,2019-01-31,50130540,1749,56,1801,63
1441,2019-02-28,50130540,1753,55,1816,63
1442,2019-03-31,50130540,1762,54,1827,63
1443,2019-04-30,50130540,1772,57,1849,60
1444,2019-05-31,50130540,1778,56,1837,59
1445,2019-06-30,50130540,1770,57,1830,64
1446,2019-07-31,50130540,1768,56,1832,63
1447,2019-08-31,50130540,1764,56,1816,64
1448,2019-09-30,50130540,1754,54,1806,63
1449,2019-10-31,50130540,1753,55,1806,64
1450,2019-11-30,50130540,1745,54,1803,63
1451,2019-12-31,50130540,1743,54,1801,58
1452,2020-01-31,50130540,1744,54,1814,57
1453,2020-02-29,50130540,1731,54,1804,56
1454,2020-03-31,50130540,1735,51,1811,55
1455,2020-04-30,50130540,1742,53,1803,54
1456,2020-05-31,50130540,1747,50,1809,55
1457,2020-06-30,50130540,1763,48,1805,58
1458,2020-07-31,50130540,1766,47,1792,61
1459,2020-08-31,50130540,1769,47,1792,61
1460,2020-09-30,50130540,1754,46,1785,60
1461,2020-10-31,50130540,1753,50,1773,60
1462,2020-11-30,50130540,1750,50,1773,60
1463,2020-12-31,50130540,1752,51,1772,61
1464,2021-01-31,50130540,1744,50,1771,60
1465,2021-02-28,50130540,1724,50,1779,59
1466,2021-03-31,50130540,1713,50,1750,58
1467,2021-04-30,50130540,1707,51,1746,58
1468,2021-05-31,50130540,1722,56,1755,58
1469,2021-06-30,50130540,1712,55,1754,60
1470,2018-01-31,50130550,2628,34,2697,48
1471,2018-02-28,50130550,2633,33,2686,49
1472,2018-03-31,50130550,2634,33,2684,48
1473,2018-04-30,50130550,2629,34,2683,48
1474,2018-05-31,50130550,2630,35,2689,48
1475,2018-06-30,50130550,2633,33,2689,48
1476,2018-07-31,50130550,2637,31,2697,52
1477,2018-08-31,50130550,2638,32,2702,52
1478,2018-09-30,50130550,2634,30,2701,52
1479,2018-10-31,50130550,2617,31,2685,53
1480,2018-11-30,50130550,2606,30,2683,53
1481,2018-12-31,50130550,2595,30,2683,57
1482,2019-01-31,50130550,2598,29,2681,57
1483,2019-02-28,50130550,2605,29,2687,56
1484,2019-03-31,50130550,2610,29,2696,55
1485,2019-04-30,50130550,2611,28,2681,50
1486,2019-05-31,50130550,2608,28,2677,54
1487,2019-06-30,50130550,2604,29,2683,54
1488,2019-07-31,50130550,2611,28,2683,51
1489,2019-08-31,50130550,2613,29,2688,52
1490,2019-09-30,50130550,2611,28,2690,51
1491,2019-10-31,50130550,2618,31,2685,52
1492,2019-11-30,50130550,2614,30,2683,50
1493,2019-12-31,50130550,2615,28,2676,47
1494,2020-01-31,50130550,2611,28,2673,47
1495,2020-02-29,50130550,2597,27,2673,47
1496,2020-03-31,50130550,2607,27,2680,47
1497,2020-04-30,50130550,2606,28,2666,46
1498,2020-05-31,50130550,2598,26,2656,45
1499,2020-06-30,50130550,2603,26,2652,47
1500,2020-07-31,50130550,2604,25,2659,47
1501,2020-08-31,50130550,2601,25,2653,49
1502,2020-09-30,50130550,2596,26,2656,47
1503,2020-10-31,50130550,2591,26,2654,47
1504,2020-11-30,50130550,2581,25,2654,48
1505,2020-12-31,50130550,2598,23,2655,48
1506,2021-01-31,50130550,2605,22,2667,45
1507,2021-02-28,50130550,2616,21,2673,44
1508,2021-03-31,50130550,2609,20,2653,41
1509,2021-04-30,50130550,2607,19,2660,40
1510,2021-05-31,50130550,2605,19,2661,41
1511,2021-06-30,50130550,2597,18,2660,39
1512,2018-01-31,50130560,2526,60,2640,111
1513,2018-02-28,50130560,2534,61,2638,109
1514,2018-03-31,50130560,2535,59,2634,110
1515,2018-04-30,50130560,2544,60,2643,114
1516,2018-05-31,50130560,2551,59,2654,117
1517,2018-06-30,50130560,2553,62,2647,115
1518,2018-07-31,50130560,2561,63,2660,126
1519,2018-08-31,50130560,2574,62,2668,127
1520,2018-09-30,50130560,2575,62,2668,126
1521,2018-10-31,50130560,2583,64,2672,129
1522,2018-11-30,50130560,2588,64,2676,126
1523,2018-12-31,50130560,2605,62,2687,124
1524,2019-01-31,50130560,2600,62,2695,120
1525,2019-02-28,50130560,2613,65,2707,120
1526,2019-03-31,50130560,2611,64,2720,118
1527,2019-04-30,50130560,2616,62,2716,119
1528,2019-05-31,50130560,2618,63,2724,121
1529,2019-06-30,50130560,2630,67,2746,122
1530,2019-07-31,50130560,2634,68,2751,121
1531,2019-08-31,50130560,2628,68,2757,122
1532,2019-09-30,50130560,2619,66,2746,125
1533,2019-10-31,50130560,2605,65,2745,130
1534,2019-11-30,50130560,2608,64,2743,128
1535,2019-12-31,50130560,2584,65,2705,131
1536,2020-01-31,50130560,2597,64,2704,130
1537,2020-02-29,50130560,2590,64,2691,126
1538,2020-03-31,50130560,2599,61,2698,123
1539,2020-04-30,50130560,2588,59,2700,122
1540,2020-05-31,50130560,2577,58,2684,120
1541,2020-06-30,50130560,2562,58,2674,120
1542,2020-07-31,50130560,2554,58,2668,123
1543,2020-08-31,50130560,2537,56,2665,123
1544,2020-09-30,50130560,2531,53,2658,125
1545,2020-10-31,50130560,2525,49,2663,126
1546,2020-11-30,50130560,2540,49,2667,124
1547,2020-12-31,50130560,2538,47,2661,125
1548,2021-01-31,50130560,2528,47,2647,124
1549,2021-02-28,50130560,2542,46,2640,120
1550,2021-03-31,50130560,2535,46,2630,118
1551,2021-04-30,50130560,2529,47,2622,116
1552,2021-05-31,50130560,2527,46,2606,114
1553,2021-06-30,50130560,2528,43,2618,112
1554,2018-01-31,50130570,11569,642,11124,624
1555,2018-02-28,50130570,11567,635,11160,620
1556,2018-03-31,50130570,11561,631,11156,615
1557,2018-04-30,50130570,11563,625,11158,614
1558,2018-05-31,50130570,11551,626,11162,609
1559,2018-06-30,50130570,11569,628,11182,615
1560,2018-07-31,50130570,11577,629,11204,623
1561,2018-08-31,50130570,11580,637,11217,619
1562,2018-09-30,50130570,11599,638,11236,637
1563,2018-10-31,50130570,11617,635,11236,636
1564,2018-11-30,50130570,11636,641,11246,641
1565,2018-12-31,50130570,11639,644,11246,634
1566,2019-01-31,50130570,11638,649,11246,637
1567,2019-02-28,50130570,11635,650,11241,639
1568,2019-03-31,50130570,11625,652,11217,644
1569,2019-04-30,50130570,11611,655,11216,639
1570,2019-05-31,50130570,11641,654,11224,632
1571,2019-06-30,50130570,11670,655,11222,638
1572,2019-07-31,50130570,11667,646,11217,629
1573,2019-08-31,50130570,11701,649,11247,630
1574,2019-09-30,50130570,11736,648,11287,630
1575,2019-10-31,50130570,11761,650,11300,623
1576,2019-11-30,50130570,11775,651,11329,625
1577,2019-12-31,50130570,11777,650,11341,621
1578,2020-01-31,50130570,11787,650,11350,621
1579,2020-02-29,50130570,11800,650,11336,620
1580,2020-03-31,50130570,11826,639,11361,606
1581,2020-04-30,50130570,11821,635,11358,604
1582,2020-05-31,50130570,11833,622,11352,593
1583,2020-06-30,50130570,11827,616,11339,586
1584,2020-07-31,50130570,11866,598,11349,576
1585,2020-08-31,50130570,11861,589,11341,561
1586,2020-09-30,50130570,11884,568,11374,539
1587,2020-10-31,50130570,11876,542,11357,505
1588,2020-11-30,50130570,11890,518,11347,482
1589,2020-12-31,50130570,11882,512,11351,477
1590,2021-01-31,50130570,11853,508,11334,471
1591,2021-02-28,50130570,11899,491,11320,460
1592,2021-03-31,50130570,11875,487,11328,455
1593,2021-04-30,50130570,11872,474,11321,437
1594,2021-05-31,50130570,11896,469,11308,438
1595,2021-06-30,50130570,11889,461,11316,431
1596,2018-01-31,50130580,5335,66,5302,61
1597,2018-02-28,50130580,5344,66,5322,57
1598,2018-03-31,50130580,5340,70,5328,56
1599,2018-04-30,50130580,5332,67,5312,56
1600,2018-05-31,50130580,5338,69,5309,53
1601,2018-06-30,50130580,5341,69,5300,56
1602,2018-07-31,50130580,5344,67,5291,57
1603,2018-08-31,50130580,5328,67,5294,55
1604,2018-09-30,50130580,5341,68,5287,59
1605,2018-10-31,50130580,5331,67,5294,59
1606,2018-11-30,50130580,5321,69,5272,59
1607,2018-12-31,50130580,5309,68,5261,59
1608,2019-01-31,50130580,5284,66,5239,58
1609,2019-02-28,50130580,5284,61,5216,55
1610,2019-03-31,50130580,5274,62,5200,52
1611,2019-04-30,50130580,5265,64,5206,55
1612,2019-05-31,50130580,5276,65,5202,62
1613,2019-06-30,50130580,5303,60,5197,64
1614,2019-07-31,50130580,5309,58,5196,63
1615,2019-08-31,50130580,5299,57,5190,61
1616,2019-09-30,50130580,5283,58,5168,63
1617,2019-10-31,50130580,5256,59,5165,66
1618,2019-11-30,50130580,5259,59,5177,67
1619,2019-12-31,50130580,5262,59,5171,67
1620,2020-01-31,50130580,5290,61,5189,66
1621,2020-02-29,50130580,5277,56,5193,64
1622,2020-03-31,50130580,5261,54,5190,65
1623,2020-04-30,50130580,5252,51,5172,64
1624,2020-05-31,50130580,5267,50,5171,67
1625,2020-06-30,50130580,5256,50,5160,69
1626,2020-07-31,50130580,5245,47,5168,72
1627,2020-08-31,50130580,5268,45,5171,71
1628,2020-09-30,50130580,5264,45,5175,72
1629,2020-10-31,50130580,5318,50,5235,72
1630,2020-11-30,50130580,5346,50,5240,74
1631,2020-12-31,50130580,5367,52,5251,76
1632,2021-01-31,50130580,5430,54,5313,77
1633,2021-02-28,50130580,5436,53,5336,75
1634,2021-03-31,50130580,5443,53,5314,68
1635,2021-04-30,50130580,5468,55,5342,72
1636,2021-05-31,50130580,5487,54,5359,73
1637,2021-06-30,50130580,5524,56,5401,73
1638,2018-01-31,50130590,6637,95,6836,83
1639,2018-02-28,50130590,6678,94,6841,86
1640,2018-03-31,50130590,6748,93,6921,89
1641,2018-04-30,50130590,6754,94,6933,89
1642,2018-05-31,50130590,6789,91,6954,86
1643,2018-06-30,50130590,6815,93,6960,89
1644,2018-07-31,50130590,6851,93,7002,92
1645,2018-08-31,50130590,6866,97,7002,93
1646,2018-09-30,50130590,6893,101,7010,97
1647,2018-10-31,50130590,6911,101,7018,97
1648,2018-11-30,50130590,6928,100,7021,99
1649,2018-12-31,50130590,6936,101,7022,97
1650,2019-01-31,50130590,7029,111,7114,99
1651,2019-02-28,50130590,7089,115,7177,99
1652,2019-03-31,50130590,7120,114,7211,95
1653,2019-04-30,50130590,7141,115,7206,94
1654,2019-05-31,50130590,7143,116,7221,94
1655,2019-06-30,50130590,7105,120,7232,95
1656,2019-07-31,50130590,7121,117,7235,96
1657,2019-08-31,50130590,7106,118,7240,96
1658,2019-09-30,50130590,7112,125,7241,101
1659,2019-10-31,50130590,7115,123,7259,98
1660,2019-11-30,50130590,7113,120,7277,101
1661,2019-12-31,50130590,7151,116,7292,98
1662,2020-01-31,50130590,7158,116,7319,99
1663,2020-02-29,50130590,7175,121,7317,100
1664,2020-03-31,50130590,7165,116,7299,98
1665,2020-04-30,50130590,7150,115,7311,98
1666,2020-05-31,50130590,7149,110,7318,98
1667,2020-06-30,50130590,7155,111,7359,100
1668,2020-07-31,50130590,7161,110,7377,102
1669,2020-08-31,50130590,7176,112,7380,102
1670,2020-09-30,50130590,7174,108,7397,101
1671,2020-10-31,50130590,7216,99,7409,107
1672,2020-11-30,50130590,7241,100,7411,102
1673,2020-12-31,50130590,7301,98,7464,100
1674,2021-01-31,50130590,7311,96,7515,100
1675,2021-02-28,50130590,7353,96,7553,95
1676,2021-03-31,50130590,7390,95,7568,93
1677,2021-04-30,50130590,7414,95,7619,95
1678,2021-05-31,50130590,7424,96,7628,91
1679,2021-06-30,50130590,7446,100,7638,93
1680,2018-01-31,50130600,6475,137,6685,107
1681,2018-02-28,50130600,6506,138,6747,105
1682,2018-03-31,50130600,6545,140,6803,104
1683,2018-04-30,50130600,6544,139,6807,106
1684,2018-05-31,50130600,6547,138,6811,101
1685,2018-06-30,50130600,6547,138,6811,101
1686,2018-07-31,50130600,6619,135,6892,108
1687,2018-08-31,50130600,6609,139,6915,104
1688,2018-09-30,50130600,6633,139,6930,109
1689,2018-10-31,50130600,6678,140,6948,111
1690,2018-11-30,50130600,6666,143,6950,113
1691,2018-12-31,50130600,6691,143,6984,112
1692,2019-01-31,50130600,6683,145,6976,112
1693,2019-02-28,50130600,6683,145,6929,107
1694,2019-03-31,50130600,6695,138,6957,101
1695,2019-04-30,50130600,6699,136,6950,98
1696,2019-05-31,50130600,6720,129,6939,98
1697,2019-06-30,50130600,6734,128,6988,100
1698,2019-07-31,50130600,6754,131,6970,101
1699,2019-08-31,50130600,6776,129,6982,105
1700,2019-09-30,50130600,6802,130,6998,104
1701,2019-10-31,50130600,6797,125,7007,103
1702,2019-11-30,50130600,6773,127,6986,110
1703,2019-12-31,50130600,6788,123,6997,102
1704,2020-01-31,50130600,6754,124,7002,100
1705,2020-02-29,50130600,6775,125,7015,99
1706,2020-03-31,50130600,6769,121,6988,96
1707,2020-04-30,50130600,6802,119,7037,96
1708,2020-05-31,50130600,6797,114,7022,94
1709,2020-06-30,50130600,6809,114,7011,88
1710,2020-07-31,50130600,6822,112,7004,82
1711,2020-08-31,50130600,6822,117,7007,81
1712,2020-09-30,50130600,6800,118,7016,80
1713,2020-10-31,50130600,6835,117,7055,81
1714,2020-11-30,50130600,6864,118,7122,79
1715,2020-12-31,50130600,6821,113,7100,76
1716,2021-01-31,50130600,6817,110,7083,73
1717,2021-02-28,50130600,6841,109,7068,72
1718,2021-03-31,50130600,6804,113,7054,77
1719,2021-04-30,50130600,6814,111,7064,76
1720,2021-05-31,50130600,6825,111,7083,73
1721,2021-06-30,50130600,6817,110,7048,71
1722,2018-01-31,50130610,5145,141,5551,138
1723,2018-02-28,50130610,5181,143,5573,139
1724,2018-03-31,50130610,5205,140,5600,140
1725,2018-04-30,50130610,5230,134,5643,138
1726,2018-05-31,50130610,5256,139,5660,138
1727,2018-06-30,50130610,5291,149,5693,142
1728,2018-07-31,50130610,5340,146,5735,148
1729,2018-08-31,50130610,5365,153,5731,148
1730,2018-09-30,50130610,5391,156,5747,152
1731,2018-10-31,50130610,5396,160,5729,152
1732,2018-11-30,50130610,5405,169,5729,153
1733,2018-12-31,50130610,5401,173,5758,150
1734,2019-01-31,50130610,5389,174,5757,150
1735,2019-02-28,50130610,5396,171,5731,155
1736,2019-03-31,50130610,5403,172,5738,160
1737,2019-04-30,50130610,5421,170,5745,163
1738,2019-05-31,50130610,5452,173,5768,162
1739,2019-06-30,50130610,5457,173,5787,166
1740,2019-07-31,50130610,5476,165,5803,165
1741,2019-08-31,50130610,5476,167,5785,166
1742,2019-09-30,50130610,5459,167,5781,172
1743,2019-10-31,50130610,5460,164,5773,170
1744,2019-11-30,50130610,5499,158,5795,171
1745,2019-12-31,50130610,5512,157,5825,171
1746,2020-01-31,50130610,5527,158,5838,170
1747,2020-02-29,50130610,5533,157,5838,169
1748,2020-03-31,50130610,5510,155,5866,170
1749,2020-04-30,50130610,5526,154,5864,169
1750,2020-05-31,50130610,5569,152,5902,157
1751,2020-06-30,50130610,5589,153,5926,156
1752,2020-07-31,50130610,5573,153,5960,155
1753,2020-08-31,50130610,5590,155,5977,157
1754,2020-09-30,50130610,5612,156,5977,150
1755,2020-10-31,50130610,5599,155,5955,149
1756,2020-11-30,50130610,5596,149,5955,148
1757,2020-12-31,50130610,5611,143,5975,148
1758,2021-01-31,50130610,5597,143,5946,144
1759,2021-02-28,50130610,5601,144,5938,146
1760,2021-03-31,50130610,5602,143,5942,147
1761,2021-04-30,50130610,5617,152,5956,151
1762,2021-05-31,50130610,5626,153,5930,156
1763,2021-06-30,50130610,5625,154,5938,151
1764,2018-01-31,50130620,1922,74,2011,69
1765,2018-02-28,50130620,1931,72,2026,67
1766,2018-03-31,50130620,1944,68,2039,72
1767,2018-04-30,50130620,1964,75,2055,73
1768,2018-05-31,50130620,1967,78,2067,81
1769,2018-06-30,50130620,1983,86,2071,94
1770,2018-07-31,50130620,1969,110,2057,118
1771,2018-08-31,50130620,1989,113,2075,125
1772,2018-09-30,50130620,1999,118,2084,132
1773,2018-10-31,50130620,2007,135,2085,141
1774,2018-11-30,50130620,2015,139,2103,140
1775,2018-12-31,50130620,2022,140,2114,138
1776,2019-01-31,50130620,2024,139,2115,143
1777,2019-02-28,50130620,2010,137,2116,138
1778,2019-03-31,50130620,1999,139,2123,145
